Area.Code..FAO.,Nation,Item,Year,Value,Unit,Element,EmissionFactorTONco2e,ef_agactivity_vegetables_gg_ch4_ha
48,Costa Rica,Cabbages and other brassicas,2016,28510,tonnes,Production,0.32,9123.2
48,Costa Rica,Cabbages and other brassicas,2017,28650,tonnes,Production,0.32,9168
48,Costa Rica,Cabbages and other brassicas,2018,28650,tonnes,Production,0.32,9168
48,Costa Rica,Cabbages and other brassicas,2019,28806,tonnes,Production,0.32,9217.92
48,Costa Rica,Asparagus,1961,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1962,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1963,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1964,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1965,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1966,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1967,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1968,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1969,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1970,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1971,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1972,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1973,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1974,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1975,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1976,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1977,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1978,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1979,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1980,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1981,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1982,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1983,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1984,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1985,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1986,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1987,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1988,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1989,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1990,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1991,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1992,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1993,NA,tonnes,Production,0.92,NA
48,Costa Rica,Asparagus,1994,200,tonnes,Production,0.92,184
48,Costa Rica,Asparagus,1995,200,tonnes,Production,0.92,184
48,Costa Rica,Asparagus,1996,150,tonnes,Production,0.92,138
48,Costa Rica,Asparagus,1997,150,tonnes,Production,0.92,138
48,Costa Rica,Asparagus,1998,100,tonnes,Production,0.92,92
48,Costa Rica,Asparagus,1999,100,tonnes,Production,0.92,92
48,Costa Rica,Asparagus,2000,90,tonnes,Production,0.92,82.8
48,Costa Rica,Asparagus,2001,90,tonnes,Production,0.92,82.8
48,Costa Rica,Asparagus,2002,100,tonnes,Production,0.92,92
48,Costa Rica,Asparagus,2003,100,tonnes,Production,0.92,92
48,Costa Rica,Asparagus,2004,110,tonnes,Production,0.92,101.2
48,Costa Rica,Asparagus,2005,110,tonnes,Production,0.92,101.2
48,Costa Rica,Asparagus,2006,115,tonnes,Production,0.92,105.8
48,Costa Rica,Asparagus,2007,115,tonnes,Production,0.92,105.8
48,Costa Rica,Asparagus,2008,120,tonnes,Production,0.92,110.4
48,Costa Rica,Asparagus,2009,120,tonnes,Production,0.92,110.4
48,Costa Rica,Asparagus,2010,125,tonnes,Production,0.92,115
48,Costa Rica,Asparagus,2011,125,tonnes,Production,0.92,115
48,Costa Rica,Asparagus,2012,127,tonnes,Production,0.92,116.84
48,Costa Rica,Asparagus,2013,134,tonnes,Production,0.92,123.28
48,Costa Rica,Asparagus,2014,138,tonnes,Production,0.92,126.96
48,Costa Rica,Asparagus,2015,141,tonnes,Production,0.92,129.72
48,Costa Rica,Asparagus,2016,146,tonnes,Production,0.92,134.32
48,Costa Rica,Asparagus,2017,150,tonnes,Production,0.92,138
48,Costa Rica,Asparagus,2018,154,tonnes,Production,0.92,141.68
48,Costa Rica,Asparagus,2019,157,tonnes,Production,0.92,144.44
48,Costa Rica,Lettuce and chicory,1961,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1962,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1963,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1964,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1965,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1966,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1967,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1968,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1969,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1970,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1971,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1972,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1973,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1974,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1975,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1976,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1977,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1978,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1979,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1980,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1981,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1982,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1983,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1984,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1985,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1986,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1987,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1988,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1989,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1990,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1991,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1992,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1993,NA,tonnes,Production,3.15,NA
48,Costa Rica,Lettuce and chicory,1994,100,tonnes,Production,3.15,315
48,Costa Rica,Lettuce and chicory,1995,100,tonnes,Production,3.15,315
48,Costa Rica,Lettuce and chicory,1996,200,tonnes,Production,3.15,630
48,Costa Rica,Lettuce and chicory,1997,100,tonnes,Production,3.15,315
48,Costa Rica,Lettuce and chicory,1998,500,tonnes,Production,3.15,1575
48,Costa Rica,Lettuce and chicory,1999,200,tonnes,Production,3.15,630
48,Costa Rica,Lettuce and chicory,2000,200,tonnes,Production,3.15,630
48,Costa Rica,Lettuce and chicory,2001,400,tonnes,Production,3.15,1260
48,Costa Rica,Lettuce and chicory,2002,200,tonnes,Production,3.15,630
48,Costa Rica,Lettuce and chicory,2003,700,tonnes,Production,3.15,2205
48,Costa Rica,Lettuce and chicory,2004,200,tonnes,Production,3.15,630
48,Costa Rica,Lettuce and chicory,2005,200,tonnes,Production,3.15,630
48,Costa Rica,Lettuce and chicory,2006,700,tonnes,Production,3.15,2205
48,Costa Rica,Lettuce and chicory,2007,900,tonnes,Production,3.15,2835
48,Costa Rica,Lettuce and chicory,2008,600,tonnes,Production,3.15,1890
48,Costa Rica,Lettuce and chicory,2009,900,tonnes,Production,3.15,2835
48,Costa Rica,Lettuce and chicory,2010,200,tonnes,Production,3.15,630
48,Costa Rica,Lettuce and chicory,2011,200,tonnes,Production,3.15,630
48,Costa Rica,Lettuce and chicory,2012,441,tonnes,Production,3.15,1389.15
48,Costa Rica,Lettuce and chicory,2013,541,tonnes,Production,3.15,1704.15
48,Costa Rica,Lettuce and chicory,2014,555,tonnes,Production,3.15,1748.25
48,Costa Rica,Lettuce and chicory,2015,550,tonnes,Production,3.15,1732.5
48,Costa Rica,Lettuce and chicory,2016,538,tonnes,Production,3.15,1694.7
48,Costa Rica,Lettuce and chicory,2017,548,tonnes,Production,3.15,1726.2
48,Costa Rica,Lettuce and chicory,2018,558,tonnes,Production,3.15,1757.7
48,Costa Rica,Lettuce and chicory,2019,568,tonnes,Production,3.15,1789.2
48,Costa Rica,Spinach,1961,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1962,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1963,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1964,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1965,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1966,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1967,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1968,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1969,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1970,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1971,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1972,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1973,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1974,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1975,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1976,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1977,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1978,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1979,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1980,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1981,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1982,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1983,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1984,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1985,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1986,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1987,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1988,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1989,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1990,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1991,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1992,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1993,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1994,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1995,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1996,NA,tonnes,Production,0.54,NA
48,Costa Rica,Spinach,1997,20,tonnes,Production,0.54,10.8
48,Costa Rica,Spinach,1998,20,tonnes,Production,0.54,10.8
48,Costa Rica,Spinach,1999,25,tonnes,Production,0.54,13.5
48,Costa Rica,Spinach,2000,25,tonnes,Production,0.54,13.5
48,Costa Rica,Spinach,2001,30,tonnes,Production,0.54,16.2
48,Costa Rica,Spinach,2002,30,tonnes,Production,0.54,16.2
48,Costa Rica,Spinach,2003,35,tonnes,Production,0.54,18.9
48,Costa Rica,Spinach,2004,35,tonnes,Production,0.54,18.9
48,Costa Rica,Spinach,2005,40,tonnes,Production,0.54,21.6
48,Costa Rica,Spinach,2006,40,tonnes,Production,0.54,21.6
48,Costa Rica,Spinach,2007,45,tonnes,Production,0.54,24.3
48,Costa Rica,Spinach,2008,45,tonnes,Production,0.54,24.3
48,Costa Rica,Spinach,2009,50,tonnes,Production,0.54,27
48,Costa Rica,Spinach,2010,50,tonnes,Production,0.54,27
48,Costa Rica,Spinach,2011,55,tonnes,Production,0.54,29.7
48,Costa Rica,Spinach,2012,57,tonnes,Production,0.54,30.78
48,Costa Rica,Spinach,2013,59,tonnes,Production,0.54,31.86
48,Costa Rica,Spinach,2014,62,tonnes,Production,0.54,33.48
48,Costa Rica,Spinach,2015,65,tonnes,Production,0.54,35.1
48,Costa Rica,Spinach,2016,67,tonnes,Production,0.54,36.18
48,Costa Rica,Spinach,2017,69,tonnes,Production,0.54,37.26
48,Costa Rica,Spinach,2018,72,tonnes,Production,0.54,38.88
48,Costa Rica,Spinach,2019,75,tonnes,Production,0.54,40.5
48,Costa Rica,Tomatoes,1961,8200,tonnes,Production,0.46,3772
48,Costa Rica,Tomatoes,1962,8600,tonnes,Production,0.46,3956
48,Costa Rica,Tomatoes,1963,9000,tonnes,Production,0.46,4140
48,Costa Rica,Tomatoes,1964,9600,tonnes,Production,0.46,4416
48,Costa Rica,Tomatoes,1965,10000,tonnes,Production,0.46,4600
48,Costa Rica,Tomatoes,1966,10600,tonnes,Production,0.46,4876
48,Costa Rica,Tomatoes,1967,11200,tonnes,Production,0.46,5152
48,Costa Rica,Tomatoes,1968,11500,tonnes,Production,0.46,5290
48,Costa Rica,Tomatoes,1969,12200,tonnes,Production,0.46,5612
48,Costa Rica,Tomatoes,1970,12700,tonnes,Production,0.46,5842
48,Costa Rica,Tomatoes,1971,13000,tonnes,Production,0.46,5980
48,Costa Rica,Tomatoes,1972,14000,tonnes,Production,0.46,6440
48,Costa Rica,Tomatoes,1973,14500,tonnes,Production,0.46,6670
48,Costa Rica,Tomatoes,1974,15000,tonnes,Production,0.46,6900
48,Costa Rica,Tomatoes,1975,15500,tonnes,Production,0.46,7130
48,Costa Rica,Tomatoes,1976,16000,tonnes,Production,0.46,7360
48,Costa Rica,Tomatoes,1977,16500,tonnes,Production,0.46,7590
48,Costa Rica,Tomatoes,1978,17000,tonnes,Production,0.46,7820
48,Costa Rica,Tomatoes,1979,17500,tonnes,Production,0.46,8050
48,Costa Rica,Tomatoes,1980,18000,tonnes,Production,0.46,8280
48,Costa Rica,Tomatoes,1981,18500,tonnes,Production,0.46,8510
48,Costa Rica,Tomatoes,1982,19500,tonnes,Production,0.46,8970
48,Costa Rica,Tomatoes,1983,20000,tonnes,Production,0.46,9200
48,Costa Rica,Tomatoes,1984,20500,tonnes,Production,0.46,9430
48,Costa Rica,Tomatoes,1985,20500,tonnes,Production,0.46,9430
48,Costa Rica,Tomatoes,1986,21100,tonnes,Production,0.46,9706
48,Costa Rica,Tomatoes,1987,21600,tonnes,Production,0.46,9936
48,Costa Rica,Tomatoes,1988,22300,tonnes,Production,0.46,10258
48,Costa Rica,Tomatoes,1989,8500,tonnes,Production,0.46,3910
48,Costa Rica,Tomatoes,1990,9000,tonnes,Production,0.46,4140
48,Costa Rica,Tomatoes,1991,10454,tonnes,Production,0.46,4808.84
48,Costa Rica,Tomatoes,1992,8864,tonnes,Production,0.46,4077.44
48,Costa Rica,Tomatoes,1993,8665,tonnes,Production,0.46,3985.9
48,Costa Rica,Tomatoes,1994,8395,tonnes,Production,0.46,3861.7
48,Costa Rica,Tomatoes,1995,8319,tonnes,Production,0.46,3826.74
48,Costa Rica,Tomatoes,1996,8424,tonnes,Production,0.46,3875.04
48,Costa Rica,Tomatoes,1997,10054,tonnes,Production,0.46,4624.84
48,Costa Rica,Tomatoes,1998,31676,tonnes,Production,0.46,14570.96
48,Costa Rica,Tomatoes,1999,19150,tonnes,Production,0.46,8809
48,Costa Rica,Tomatoes,2000,27319,tonnes,Production,0.46,12566.74
48,Costa Rica,Tomatoes,2001,49746,tonnes,Production,0.46,22883.16
48,Costa Rica,Tomatoes,2002,55578,tonnes,Production,0.46,25565.88
48,Costa Rica,Tomatoes,2003,47000,tonnes,Production,0.46,21620
48,Costa Rica,Tomatoes,2004,45000,tonnes,Production,0.46,20700
48,Costa Rica,Tomatoes,2005,41354,tonnes,Production,0.46,19022.84
48,Costa Rica,Tomatoes,2006,43500,tonnes,Production,0.46,20010
48,Costa Rica,Tomatoes,2007,53580,tonnes,Production,0.46,24646.8
48,Costa Rica,Tomatoes,2008,59450,tonnes,Production,0.46,27347
48,Costa Rica,Tomatoes,2009,61708,tonnes,Production,0.46,28385.68
48,Costa Rica,Tomatoes,2010,51615,tonnes,Production,0.46,23742.9
48,Costa Rica,Tomatoes,2011,60895,tonnes,Production,0.46,28011.7
48,Costa Rica,Tomatoes,2012,52556,tonnes,Production,0.46,24175.76
48,Costa Rica,Tomatoes,2013,60150,tonnes,Production,0.46,27669
48,Costa Rica,Tomatoes,2014,51200,tonnes,Production,0.46,23552
48,Costa Rica,Tomatoes,2015,68000,tonnes,Production,0.46,31280
48,Costa Rica,Tomatoes,2016,57238,tonnes,Production,0.46,26329.48
48,Costa Rica,Tomatoes,2017,57238,tonnes,Production,0.46,26329.48
48,Costa Rica,Tomatoes,2018,57238,tonnes,Production,0.46,26329.48
48,Costa Rica,Tomatoes,2019,60034,tonnes,Production,0.46,27615.64
48,Costa Rica,Cauliflowers and broccoli,1961,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1962,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1963,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1964,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1965,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1966,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1967,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1968,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1969,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1970,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1971,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1972,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1973,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1974,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1975,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1976,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1977,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1978,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1979,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1980,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1981,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1982,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1983,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1984,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1985,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1986,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1987,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1988,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1989,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1990,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1991,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1992,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1993,NA,tonnes,Production,0.35,NA
48,Costa Rica,Cauliflowers and broccoli,1994,150,tonnes,Production,0.35,52.5
48,Costa Rica,Cauliflowers and broccoli,1995,250,tonnes,Production,0.35,87.5
48,Costa Rica,Cauliflowers and broccoli,1996,300,tonnes,Production,0.35,105
48,Costa Rica,Cauliflowers and broccoli,1997,150,tonnes,Production,0.35,52.5
48,Costa Rica,Cauliflowers and broccoli,1998,250,tonnes,Production,0.35,87.5
48,Costa Rica,Cauliflowers and broccoli,1999,300,tonnes,Production,0.35,105
48,Costa Rica,Cauliflowers and broccoli,2000,200,tonnes,Production,0.35,70
48,Costa Rica,Cauliflowers and broccoli,2001,250,tonnes,Production,0.35,87.5
48,Costa Rica,Cauliflowers and broccoli,2002,250,tonnes,Production,0.35,87.5
48,Costa Rica,Cauliflowers and broccoli,2003,400,tonnes,Production,0.35,140
48,Costa Rica,Cauliflowers and broccoli,2004,400,tonnes,Production,0.35,140
48,Costa Rica,Cauliflowers and broccoli,2005,500,tonnes,Production,0.35,175
48,Costa Rica,Cauliflowers and broccoli,2006,550,tonnes,Production,0.35,192.5
48,Costa Rica,Cauliflowers and broccoli,2007,500,tonnes,Production,0.35,175
48,Costa Rica,Cauliflowers and broccoli,2008,400,tonnes,Production,0.35,140
48,Costa Rica,Cauliflowers and broccoli,2009,350,tonnes,Production,0.35,122.5
48,Costa Rica,Cauliflowers and broccoli,2010,350,tonnes,Production,0.35,122.5
48,Costa Rica,Cauliflowers and broccoli,2011,300,tonnes,Production,0.35,105
48,Costa Rica,Cauliflowers and broccoli,2012,319,tonnes,Production,0.35,111.65
48,Costa Rica,Cauliflowers and broccoli,2013,383,tonnes,Production,0.35,134.05
48,Costa Rica,Cauliflowers and broccoli,2014,383,tonnes,Production,0.35,134.05
48,Costa Rica,Cauliflowers and broccoli,2015,351,tonnes,Production,0.35,122.85
48,Costa Rica,Cauliflowers and broccoli,2016,333,tonnes,Production,0.35,116.55
48,Costa Rica,Cauliflowers and broccoli,2017,326,tonnes,Production,0.35,114.1
48,Costa Rica,Cauliflowers and broccoli,2018,319,tonnes,Production,0.35,111.65
48,Costa Rica,Cauliflowers and broccoli,2019,311,tonnes,Production,0.35,108.85
48,Costa Rica,Eggplants (aubergines),1961,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1962,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1963,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1964,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1965,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1966,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1967,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1968,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1969,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1970,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1971,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1972,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1973,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1974,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1975,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1976,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1977,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1978,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1979,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1980,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1981,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1982,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1983,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1984,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1985,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1986,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1987,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1988,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1989,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1990,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1991,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1992,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1993,NA,tonnes,Production,1.35,NA
48,Costa Rica,Eggplants (aubergines),1994,50,tonnes,Production,1.35,67.5
48,Costa Rica,Eggplants (aubergines),1995,50,tonnes,Production,1.35,67.5
48,Costa Rica,Eggplants (aubergines),1996,55,tonnes,Production,1.35,74.25
48,Costa Rica,Eggplants (aubergines),1997,55,tonnes,Production,1.35,74.25
48,Costa Rica,Eggplants (aubergines),1998,60,tonnes,Production,1.35,81
48,Costa Rica,Eggplants (aubergines),1999,60,tonnes,Production,1.35,81
48,Costa Rica,Eggplants (aubergines),2000,65,tonnes,Production,1.35,87.75
48,Costa Rica,Eggplants (aubergines),2001,100,tonnes,Production,1.35,135
48,Costa Rica,Eggplants (aubergines),2002,65,tonnes,Production,1.35,87.75
48,Costa Rica,Eggplants (aubergines),2003,65,tonnes,Production,1.35,87.75
48,Costa Rica,Eggplants (aubergines),2004,70,tonnes,Production,1.35,94.5
48,Costa Rica,Eggplants (aubergines),2005,70,tonnes,Production,1.35,94.5
48,Costa Rica,Eggplants (aubergines),2006,75,tonnes,Production,1.35,101.25
48,Costa Rica,Eggplants (aubergines),2007,75,tonnes,Production,1.35,101.25
48,Costa Rica,Eggplants (aubergines),2008,80,tonnes,Production,1.35,108
48,Costa Rica,Eggplants (aubergines),2009,80,tonnes,Production,1.35,108
48,Costa Rica,Eggplants (aubergines),2010,85,tonnes,Production,1.35,114.75
48,Costa Rica,Eggplants (aubergines),2011,85,tonnes,Production,1.35,114.75
48,Costa Rica,Eggplants (aubergines),2012,86,tonnes,Production,1.35,116.1
48,Costa Rica,Eggplants (aubergines),2013,88,tonnes,Production,1.35,118.8
48,Costa Rica,Eggplants (aubergines),2014,90,tonnes,Production,1.35,121.5
48,Costa Rica,Eggplants (aubergines),2015,93,tonnes,Production,1.35,125.55
48,Costa Rica,Eggplants (aubergines),2016,93,tonnes,Production,1.35,125.55
48,Costa Rica,Eggplants (aubergines),2017,95,tonnes,Production,1.35,128.25
48,Costa Rica,Eggplants (aubergines),2018,96,tonnes,Production,1.35,129.6
48,Costa Rica,Eggplants (aubergines),2019,98,tonnes,Production,1.35,132.3
48,Costa Rica,"Onions, dry",1961,1821,tonnes,Production,0.18,327.78
48,Costa Rica,"Onions, dry",1962,1916,tonnes,Production,0.18,344.88
