Area.Code..FAO.,Nation,Item,Year,Value,Unit,Element,EmissionFactorTONco2e,ef_agactivity_fruits_gg_ch4_ha
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2008,8299,tonnes,Production,0.41,3402.59
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2009,8655,tonnes,Production,0.41,3548.55
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2010,9310,tonnes,Production,0.41,3817.1
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2011,9727,tonnes,Production,0.41,3988.07
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2012,10109,tonnes,Production,0.41,4144.69
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2013,8622,tonnes,Production,0.41,3535.02
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2014,3711,tonnes,Production,0.41,1521.51
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2015,3970,tonnes,Production,0.41,1627.7
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2016,3801,tonnes,Production,0.41,1558.41
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2017,3781,tonnes,Production,0.41,1550.21
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2018,3749,tonnes,Production,0.41,1537.09
19,Bolivia (Plurinational State of),Grapefruit (inc. pomelos),2019,3813,tonnes,Production,0.41,1563.33
19,Bolivia (Plurinational State of),Apples,1961,16000,tonnes,Production,0.36,5760
19,Bolivia (Plurinational State of),Apples,1962,16000,tonnes,Production,0.36,5760
19,Bolivia (Plurinational State of),Apples,1963,16000,tonnes,Production,0.36,5760
19,Bolivia (Plurinational State of),Apples,1964,16000,tonnes,Production,0.36,5760
19,Bolivia (Plurinational State of),Apples,1965,17000,tonnes,Production,0.36,6120
19,Bolivia (Plurinational State of),Apples,1966,17200,tonnes,Production,0.36,6192
19,Bolivia (Plurinational State of),Apples,1967,17200,tonnes,Production,0.36,6192
19,Bolivia (Plurinational State of),Apples,1968,17200,tonnes,Production,0.36,6192
19,Bolivia (Plurinational State of),Apples,1969,17400,tonnes,Production,0.36,6264
19,Bolivia (Plurinational State of),Apples,1970,17500,tonnes,Production,0.36,6300
19,Bolivia (Plurinational State of),Apples,1971,17500,tonnes,Production,0.36,6300
19,Bolivia (Plurinational State of),Apples,1972,17500,tonnes,Production,0.36,6300
19,Bolivia (Plurinational State of),Apples,1973,17500,tonnes,Production,0.36,6300
19,Bolivia (Plurinational State of),Apples,1974,17520,tonnes,Production,0.36,6307.2
19,Bolivia (Plurinational State of),Apples,1975,18500,tonnes,Production,0.36,6660
19,Bolivia (Plurinational State of),Apples,1976,10525,tonnes,Production,0.36,3789
19,Bolivia (Plurinational State of),Apples,1977,10440,tonnes,Production,0.36,3758.4
19,Bolivia (Plurinational State of),Apples,1978,10755,tonnes,Production,0.36,3871.8
19,Bolivia (Plurinational State of),Apples,1979,11400,tonnes,Production,0.36,4104
19,Bolivia (Plurinational State of),Apples,1980,10595,tonnes,Production,0.36,3814.2
19,Bolivia (Plurinational State of),Apples,1981,10320,tonnes,Production,0.36,3715.2
19,Bolivia (Plurinational State of),Apples,1982,11164,tonnes,Production,0.36,4019.04
19,Bolivia (Plurinational State of),Apples,1983,8655,tonnes,Production,0.36,3115.8
19,Bolivia (Plurinational State of),Apples,1984,2243,tonnes,Production,0.36,807.48
19,Bolivia (Plurinational State of),Apples,1985,1993,tonnes,Production,0.36,717.48
19,Bolivia (Plurinational State of),Apples,1986,6218,tonnes,Production,0.36,2238.48
19,Bolivia (Plurinational State of),Apples,1987,7200,tonnes,Production,0.36,2592
19,Bolivia (Plurinational State of),Apples,1988,7610,tonnes,Production,0.36,2739.6
19,Bolivia (Plurinational State of),Apples,1989,7760,tonnes,Production,0.36,2793.6
19,Bolivia (Plurinational State of),Apples,1990,7970,tonnes,Production,0.36,2869.2
19,Bolivia (Plurinational State of),Apples,1991,8290,tonnes,Production,0.36,2984.4
19,Bolivia (Plurinational State of),Apples,1992,8125,tonnes,Production,0.36,2925
19,Bolivia (Plurinational State of),Apples,1993,8455,tonnes,Production,0.36,3043.8
19,Bolivia (Plurinational State of),Apples,1994,8650,tonnes,Production,0.36,3114
19,Bolivia (Plurinational State of),Apples,1995,8860,tonnes,Production,0.36,3189.6
19,Bolivia (Plurinational State of),Apples,1996,9050,tonnes,Production,0.36,3258
19,Bolivia (Plurinational State of),Apples,1997,9220,tonnes,Production,0.36,3319.2
19,Bolivia (Plurinational State of),Apples,1998,9220,tonnes,Production,0.36,3319.2
19,Bolivia (Plurinational State of),Apples,1999,9750,tonnes,Production,0.36,3510
19,Bolivia (Plurinational State of),Apples,2000,9800,tonnes,Production,0.36,3528
19,Bolivia (Plurinational State of),Apples,2001,9805,tonnes,Production,0.36,3529.8
19,Bolivia (Plurinational State of),Apples,2002,9810,tonnes,Production,0.36,3531.6
19,Bolivia (Plurinational State of),Apples,2003,9800,tonnes,Production,0.36,3528
19,Bolivia (Plurinational State of),Apples,2004,6000,tonnes,Production,0.36,2160
19,Bolivia (Plurinational State of),Apples,2005,4000,tonnes,Production,0.36,1440
19,Bolivia (Plurinational State of),Apples,2006,2000,tonnes,Production,0.36,720
19,Bolivia (Plurinational State of),Apples,2007,1961,tonnes,Production,0.36,705.96
19,Bolivia (Plurinational State of),Apples,2008,2025,tonnes,Production,0.36,729
19,Bolivia (Plurinational State of),Apples,2009,1943,tonnes,Production,0.36,699.48
19,Bolivia (Plurinational State of),Apples,2010,1989,tonnes,Production,0.36,716.04
19,Bolivia (Plurinational State of),Apples,2011,2014,tonnes,Production,0.36,725.04
19,Bolivia (Plurinational State of),Apples,2012,2025,tonnes,Production,0.36,729
19,Bolivia (Plurinational State of),Apples,2013,2057,tonnes,Production,0.36,740.52
19,Bolivia (Plurinational State of),Apples,2014,2419,tonnes,Production,0.36,870.84
19,Bolivia (Plurinational State of),Apples,2015,2522,tonnes,Production,0.36,907.92
19,Bolivia (Plurinational State of),Apples,2016,2578,tonnes,Production,0.36,928.08
19,Bolivia (Plurinational State of),Apples,2017,2751,tonnes,Production,0.36,990.36
19,Bolivia (Plurinational State of),Apples,2018,2805,tonnes,Production,0.36,1009.8
19,Bolivia (Plurinational State of),Apples,2019,2931,tonnes,Production,0.36,1055.16
21,Brazil,Bananas,1961,2823040,tonnes,Production,0.79,2230201.6
21,Brazil,Bananas,1962,3126860,tonnes,Production,0.79,2470219.4
21,Brazil,Bananas,1963,3256300,tonnes,Production,0.79,2572477
21,Brazil,Bananas,1964,3517340,tonnes,Production,0.79,2778698.6
21,Brazil,Bananas,1965,3624630,tonnes,Production,0.79,2863457.7
21,Brazil,Bananas,1966,3701020,tonnes,Production,0.79,2923805.8
21,Brazil,Bananas,1967,4188910,tonnes,Production,0.79,3309238.9
21,Brazil,Bananas,1968,4387310,tonnes,Production,0.79,3465974.9
21,Brazil,Bananas,1969,4815870,tonnes,Production,0.79,3804537.3
21,Brazil,Bananas,1970,5126160,tonnes,Production,0.79,4049666.4
21,Brazil,Bananas,1971,5250590,tonnes,Production,0.79,4147966.1
21,Brazil,Bananas,1972,5851890,tonnes,Production,0.79,4622993.1
21,Brazil,Bananas,1973,3677240,tonnes,Production,0.79,2905019.6
21,Brazil,Bananas,1974,3668710,tonnes,Production,0.79,2898280.9
21,Brazil,Bananas,1975,3782310,tonnes,Production,0.79,2988024.9
21,Brazil,Bananas,1976,4530240,tonnes,Production,0.79,3578889.6
21,Brazil,Bananas,1977,4447660,tonnes,Production,0.79,3513651.4
21,Brazil,Bananas,1978,4326660,tonnes,Production,0.79,3418061.4
21,Brazil,Bananas,1979,4252290,tonnes,Production,0.79,3359309.1
21,Brazil,Bananas,1980,4659680,tonnes,Production,0.79,3681147.2
21,Brazil,Bananas,1981,4652300,tonnes,Production,0.79,3675317
21,Brazil,Bananas,1982,4726800,tonnes,Production,0.79,3734172
21,Brazil,Bananas,1983,4552540,tonnes,Production,0.79,3596506.6
21,Brazil,Bananas,1984,4896480,tonnes,Production,0.79,3868219.2
21,Brazil,Bananas,1985,5007630,tonnes,Production,0.79,3956027.7
21,Brazil,Bananas,1986,5243850,tonnes,Production,0.79,4142641.5
21,Brazil,Bananas,1987,5347720,tonnes,Production,0.79,4224698.8
21,Brazil,Bananas,1988,5357250,tonnes,Production,0.79,4232227.5
21,Brazil,Bananas,1989,5721700,tonnes,Production,0.79,4520143
21,Brazil,Bananas,1990,5725830,tonnes,Production,0.79,4523405.7
21,Brazil,Bananas,1991,5762141,tonnes,Production,0.79,4552091.39
21,Brazil,Bananas,1992,5848523,tonnes,Production,0.79,4620333.17
21,Brazil,Bananas,1993,5802992,tonnes,Production,0.79,4584363.68
21,Brazil,Bananas,1994,5955238,tonnes,Production,0.79,4704638.02
21,Brazil,Bananas,1995,5801110,tonnes,Production,0.79,4582876.9
21,Brazil,Bananas,1996,5160178,tonnes,Production,0.79,4076540.62
21,Brazil,Bananas,1997,5412360,tonnes,Production,0.79,4275764.4
21,Brazil,Bananas,1998,5322200,tonnes,Production,0.79,4204538
21,Brazil,Bananas,1999,5478350,tonnes,Production,0.79,4327896.5
21,Brazil,Bananas,2000,5663360,tonnes,Production,0.79,4474054.4
21,Brazil,Bananas,2001,6177293,tonnes,Production,0.79,4880061.47
21,Brazil,Bananas,2002,6689179,tonnes,Production,0.79,5284451.41
21,Brazil,Bananas,2003,6800981,tonnes,Production,0.79,5372774.99
21,Brazil,Bananas,2004,6583564,tonnes,Production,0.79,5201015.56
21,Brazil,Bananas,2005,6703400,tonnes,Production,0.79,5295686
21,Brazil,Bananas,2006,6956179,tonnes,Production,0.79,5495381.41
21,Brazil,Bananas,2007,7098350,tonnes,Production,0.79,5607696.5
21,Brazil,Bananas,2008,6998150,tonnes,Production,0.79,5528538.5
21,Brazil,Bananas,2009,6783490,tonnes,Production,0.79,5358957.1
21,Brazil,Bananas,2010,6969306,tonnes,Production,0.79,5505751.74
21,Brazil,Bananas,2011,7329471,tonnes,Production,0.79,5790282.09
21,Brazil,Bananas,2012,6902184,tonnes,Production,0.79,5452725.36
21,Brazil,Bananas,2013,6892622,tonnes,Production,0.79,5445171.38
21,Brazil,Bananas,2014,6953747,tonnes,Production,0.79,5493460.13
21,Brazil,Bananas,2015,6859227,tonnes,Production,0.79,5418789.33
21,Brazil,Bananas,2016,6625211,tonnes,Production,0.79,5233916.69
21,Brazil,Bananas,2017,6584967,tonnes,Production,0.79,5202123.93
21,Brazil,Bananas,2018,6723590,tonnes,Production,0.79,5311636.1
21,Brazil,Bananas,2019,6812708,tonnes,Production,0.79,5382039.32
21,Brazil,Oranges,1961,1761768,tonnes,Production,0.35,616618.8
21,Brazil,Oranges,1962,1850900,tonnes,Production,0.35,647815
21,Brazil,Oranges,1963,2106470,tonnes,Production,0.35,737264.5
21,Brazil,Oranges,1964,2054960,tonnes,Production,0.35,719236
21,Brazil,Oranges,1965,2285524,tonnes,Production,0.35,799933.4
21,Brazil,Oranges,1966,2353313,tonnes,Production,0.35,823659.55
21,Brazil,Oranges,1967,2504656,tonnes,Production,0.35,876629.6
21,Brazil,Oranges,1968,2717346,tonnes,Production,0.35,951071.1
21,Brazil,Oranges,1969,2896811,tonnes,Production,0.35,1013883.85
21,Brazil,Oranges,1970,3099440,tonnes,Production,0.35,1084804
21,Brazil,Oranges,1971,3256829,tonnes,Production,0.35,1139890.15
21,Brazil,Oranges,1972,3789163,tonnes,Production,0.35,1326207.05
21,Brazil,Oranges,1973,4930400,tonnes,Production,0.35,1725640
21,Brazil,Oranges,1974,5858941,tonnes,Production,0.35,2050629.35
21,Brazil,Oranges,1975,6313171,tonnes,Production,0.35,2209609.85
21,Brazil,Oranges,1976,7168270,tonnes,Production,0.35,2508894.5
21,Brazil,Oranges,1977,7164691,tonnes,Production,0.35,2507641.85
21,Brazil,Oranges,1978,7826336,tonnes,Production,0.35,2739217.6
21,Brazil,Oranges,1979,8445223,tonnes,Production,0.35,2955828.05
21,Brazil,Oranges,1980,10891814,tonnes,Production,0.35,3812134.9
21,Brazil,Oranges,1981,11393332,tonnes,Production,0.35,3987666.2
21,Brazil,Oranges,1982,11598204,tonnes,Production,0.35,4059371.4
21,Brazil,Oranges,1983,11713731,tonnes,Production,0.35,4099805.85
21,Brazil,Oranges,1984,12944524,tonnes,Production,0.35,4530583.4
21,Brazil,Oranges,1985,14214307,tonnes,Production,0.35,4975007.45
21,Brazil,Oranges,1986,13233370,tonnes,Production,0.35,4631679.5
21,Brazil,Oranges,1987,14611100,tonnes,Production,0.35,5113885
21,Brazil,Oranges,1988,14975260,tonnes,Production,0.35,5241341
21,Brazil,Oranges,1989,17773580,tonnes,Production,0.35,6220753
21,Brazil,Oranges,1990,17520520,tonnes,Production,0.35,6132182
21,Brazil,Oranges,1991,18936344,tonnes,Production,0.35,6627720.4
21,Brazil,Oranges,1992,19682292,tonnes,Production,0.35,6888802.2
21,Brazil,Oranges,1993,18797188,tonnes,Production,0.35,6579015.8
21,Brazil,Oranges,1994,17445968,tonnes,Production,0.35,6106088.8
21,Brazil,Oranges,1995,19837212,tonnes,Production,0.35,6943024.2
21,Brazil,Oranges,1996,21079044,tonnes,Production,0.35,7377665.4
21,Brazil,Oranges,1997,23046800,tonnes,Production,0.35,8066380
21,Brazil,Oranges,1998,20850504,tonnes,Production,0.35,7297676.4
21,Brazil,Oranges,1999,22893312,tonnes,Production,0.35,8012659.2
21,Brazil,Oranges,2000,21330258,tonnes,Production,0.35,7465590.3
21,Brazil,Oranges,2001,16983436,tonnes,Production,0.35,5944202.6
21,Brazil,Oranges,2002,18530582,tonnes,Production,0.35,6485703.7
21,Brazil,Oranges,2003,16917558,tonnes,Production,0.35,5921145.3
21,Brazil,Oranges,2004,18313716,tonnes,Production,0.35,6409800.6
21,Brazil,Oranges,2005,17853444,tonnes,Production,0.35,6248705.4
21,Brazil,Oranges,2006,18032312,tonnes,Production,0.35,6311309.2
21,Brazil,Oranges,2007,18684984,tonnes,Production,0.35,6539744.4
21,Brazil,Oranges,2008,18538084,tonnes,Production,0.35,6488329.4
21,Brazil,Oranges,2009,17618450,tonnes,Production,0.35,6166457.5
21,Brazil,Oranges,2010,18503139,tonnes,Production,0.35,6476098.65
21,Brazil,Oranges,2011,19811064,tonnes,Production,0.35,6933872.4
21,Brazil,Oranges,2012,18012560,tonnes,Production,0.35,6304396
21,Brazil,Oranges,2013,17549536,tonnes,Production,0.35,6142337.6
21,Brazil,Oranges,2014,16928457,tonnes,Production,0.35,5924959.95
21,Brazil,Oranges,2015,16953015,tonnes,Production,0.35,5933555.25
21,Brazil,Oranges,2016,16980379,tonnes,Production,0.35,5943132.65
21,Brazil,Oranges,2017,17492882,tonnes,Production,0.35,6122508.7
21,Brazil,Oranges,2018,16841549,tonnes,Production,0.35,5894542.15
21,Brazil,Oranges,2019,17073593,tonnes,Production,0.35,5975757.55
21,Brazil,Lemons and limes,1961,58226,tonnes,Production,0.3,17467.8
21,Brazil,Lemons and limes,1962,63489,tonnes,Production,0.3,19046.7
21,Brazil,Lemons and limes,1963,71186,tonnes,Production,0.3,21355.8
21,Brazil,Lemons and limes,1964,69879,tonnes,Production,0.3,20963.7
21,Brazil,Lemons and limes,1965,76982,tonnes,Production,0.3,23094.6
21,Brazil,Lemons and limes,1966,77631,tonnes,Production,0.3,23289.3
21,Brazil,Lemons and limes,1967,83117,tonnes,Production,0.3,24935.1
21,Brazil,Lemons and limes,1968,88121,tonnes,Production,0.3,26436.3
21,Brazil,Lemons and limes,1969,93202,tonnes,Production,0.3,27960.6
21,Brazil,Lemons and limes,1970,94908,tonnes,Production,0.3,28472.4
21,Brazil,Lemons and limes,1971,100458,tonnes,Production,0.3,30137.4
21,Brazil,Lemons and limes,1972,119342,tonnes,Production,0.3,35802.6
21,Brazil,Lemons and limes,1973,113016,tonnes,Production,0.3,33904.8
21,Brazil,Lemons and limes,1974,132268,tonnes,Production,0.3,39680.4
21,Brazil,Lemons and limes,1975,145265,tonnes,Production,0.3,43579.5
21,Brazil,Lemons and limes,1976,148235,tonnes,Production,0.3,44470.5
21,Brazil,Lemons and limes,1977,166489,tonnes,Production,0.3,49946.7
21,Brazil,Lemons and limes,1978,172512,tonnes,Production,0.3,51753.6
21,Brazil,Lemons and limes,1979,194812,tonnes,Production,0.3,58443.6
21,Brazil,Lemons and limes,1980,196130,tonnes,Production,0.3,58839
21,Brazil,Lemons and limes,1981,199005,tonnes,Production,0.3,59701.5
21,Brazil,Lemons and limes,1982,226471,tonnes,Production,0.3,67941.3
21,Brazil,Lemons and limes,1983,269644,tonnes,Production,0.3,80893.2
21,Brazil,Lemons and limes,1984,281956,tonnes,Production,0.3,84586.8
21,Brazil,Lemons and limes,1985,299202,tonnes,Production,0.3,89760.6
21,Brazil,Lemons and limes,1986,334756,tonnes,Production,0.3,100426.8
21,Brazil,Lemons and limes,1987,394203,tonnes,Production,0.3,118260.9
21,Brazil,Lemons and limes,1988,442264,tonnes,Production,0.3,132679.2
21,Brazil,Lemons and limes,1989,427839,tonnes,Production,0.3,128351.7
21,Brazil,Lemons and limes,1990,311572,tonnes,Production,0.3,93471.6
21,Brazil,Lemons and limes,1991,436057,tonnes,Production,0.3,130817.1
21,Brazil,Lemons and limes,1992,496336,tonnes,Production,0.3,148900.8
21,Brazil,Lemons and limes,1993,505401,tonnes,Production,0.3,151620.3
21,Brazil,Lemons and limes,1994,491400,tonnes,Production,0.3,147420
21,Brazil,Lemons and limes,1995,454632,tonnes,Production,0.3,136389.6
21,Brazil,Lemons and limes,1996,468987,tonnes,Production,0.3,140696.1
21,Brazil,Lemons and limes,1997,508539,tonnes,Production,0.3,152561.7
21,Brazil,Lemons and limes,1998,518592,tonnes,Production,0.3,155577.6
21,Brazil,Lemons and limes,1999,551279,tonnes,Production,0.3,165383.7
21,Brazil,Lemons and limes,2000,577582,tonnes,Production,0.3,173274.6
21,Brazil,Lemons and limes,2001,964817,tonnes,Production,0.3,289445.1
21,Brazil,Lemons and limes,2002,984551,tonnes,Production,0.3,295365.3
21,Brazil,Lemons and limes,2003,981339,tonnes,Production,0.3,294401.7
21,Brazil,Lemons and limes,2004,985623,tonnes,Production,0.3,295686.9
21,Brazil,Lemons and limes,2005,1030531,tonnes,Production,0.3,309159.3
21,Brazil,Lemons and limes,2006,1031292,tonnes,Production,0.3,309387.6
21,Brazil,Lemons and limes,2007,1018703,tonnes,Production,0.3,305610.9
21,Brazil,Lemons and limes,2008,965333,tonnes,Production,0.3,289599.9
21,Brazil,Lemons and limes,2009,899821,tonnes,Production,0.3,269946.3
21,Brazil,Lemons and limes,2010,1020741,tonnes,Production,0.3,306222.3
21,Brazil,Lemons and limes,2011,1126736,tonnes,Production,0.3,338020.8
21,Brazil,Lemons and limes,2012,1208275,tonnes,Production,0.3,362482.5
21,Brazil,Lemons and limes,2013,1169370,tonnes,Production,0.3,350811
21,Brazil,Lemons and limes,2014,1101799,tonnes,Production,0.3,330539.7
21,Brazil,Lemons and limes,2015,1180443,tonnes,Production,0.3,354132.9
21,Brazil,Lemons and limes,2016,1234691,tonnes,Production,0.3,370407.3
21,Brazil,Lemons and limes,2017,1293774,tonnes,Production,0.3,388132.2
21,Brazil,Lemons and limes,2018,1501783,tonnes,Production,0.3,450534.9
21,Brazil,Lemons and limes,2019,1511185,tonnes,Production,0.3,453355.5
21,Brazil,Grapefruit (inc. pomelos),1961,22660,tonnes,Production,0.41,9290.6
21,Brazil,Grapefruit (inc. pomelos),1962,19266,tonnes,Production,0.41,7899.06
21,Brazil,Grapefruit (inc. pomelos),1963,24651,tonnes,Production,0.41,10106.91
21,Brazil,Grapefruit (inc. pomelos),1964,21864,tonnes,Production,0.41,8964.24
21,Brazil,Grapefruit (inc. pomelos),1965,24933,tonnes,Production,0.41,10222.53
21,Brazil,Grapefruit (inc. pomelos),1966,24999,tonnes,Production,0.41,10249.59
21,Brazil,Grapefruit (inc. pomelos),1967,25824,tonnes,Production,0.41,10587.84
21,Brazil,Grapefruit (inc. pomelos),1968,28927,tonnes,Production,0.41,11860.07
21,Brazil,Grapefruit (inc. pomelos),1969,28411,tonnes,Production,0.41,11648.51
21,Brazil,Grapefruit (inc. pomelos),1970,40282,tonnes,Production,0.41,16515.62
21,Brazil,Grapefruit (inc. pomelos),1971,35000,tonnes,Production,0.41,14350
21,Brazil,Grapefruit (inc. pomelos),1972,32000,tonnes,Production,0.41,13120
21,Brazil,Grapefruit (inc. pomelos),1973,30000,tonnes,Production,0.41,12300
21,Brazil,Grapefruit (inc. pomelos),1974,28000,tonnes,Production,0.41,11480
21,Brazil,Grapefruit (inc. pomelos),1975,30000,tonnes,Production,0.41,12300
21,Brazil,Grapefruit (inc. pomelos),1976,32000,tonnes,Production,0.41,13120
21,Brazil,Grapefruit (inc. pomelos),1977,33000,tonnes,Production,0.41,13530
21,Brazil,Grapefruit (inc. pomelos),1978,35000,tonnes,Production,0.41,14350
21,Brazil,Grapefruit (inc. pomelos),1979,35000,tonnes,Production,0.41,14350
21,Brazil,Grapefruit (inc. pomelos),1980,37000,tonnes,Production,0.41,15170
21,Brazil,Grapefruit (inc. pomelos),1981,40000,tonnes,Production,0.41,16400
21,Brazil,Grapefruit (inc. pomelos),1982,45000,tonnes,Production,0.41,18450
21,Brazil,Grapefruit (inc. pomelos),1983,45000,tonnes,Production,0.41,18450
21,Brazil,Grapefruit (inc. pomelos),1984,60000,tonnes,Production,0.41,24600
21,Brazil,Grapefruit (inc. pomelos),1985,35000,tonnes,Production,0.41,14350
21,Brazil,Grapefruit (inc. pomelos),1986,50000,tonnes,Production,0.41,20500
21,Brazil,Grapefruit (inc. pomelos),1987,50000,tonnes,Production,0.41,20500
21,Brazil,Grapefruit (inc. pomelos),1988,48000,tonnes,Production,0.41,19680
21,Brazil,Grapefruit (inc. pomelos),1989,50000,tonnes,Production,0.41,20500
21,Brazil,Grapefruit (inc. pomelos),1990,49518,tonnes,Production,0.41,20302.38
21,Brazil,Grapefruit (inc. pomelos),1991,51000,tonnes,Production,0.41,20910
21,Brazil,Grapefruit (inc. pomelos),1992,60000,tonnes,Production,0.41,24600
21,Brazil,Grapefruit (inc. pomelos),1993,62000,tonnes,Production,0.41,25420
21,Brazil,Grapefruit (inc. pomelos),1994,61378,tonnes,Production,0.41,25164.98
21,Brazil,Grapefruit (inc. pomelos),1995,61646,tonnes,Production,0.41,25274.86
21,Brazil,Grapefruit (inc. pomelos),1996,62436,tonnes,Production,0.41,25598.76
21,Brazil,Grapefruit (inc. pomelos),1997,63216,tonnes,Production,0.41,25918.56
21,Brazil,Grapefruit (inc. pomelos),1998,65000,tonnes,Production,0.41,26650
21,Brazil,Grapefruit (inc. pomelos),1999,64737,tonnes,Production,0.41,26542.17
21,Brazil,Grapefruit (inc. pomelos),2000,66000,tonnes,Production,0.41,27060
21,Brazil,Grapefruit (inc. pomelos),2001,66179,tonnes,Production,0.41,27133.39
21,Brazil,Grapefruit (inc. pomelos),2002,67000,tonnes,Production,0.41,27470
21,Brazil,Grapefruit (inc. pomelos),2003,67555,tonnes,Production,0.41,27697.55
21,Brazil,Grapefruit (inc. pomelos),2004,67500,tonnes,Production,0.41,27675
21,Brazil,Grapefruit (inc. pomelos),2005,68000,tonnes,Production,0.41,27880
21,Brazil,Grapefruit (inc. pomelos),2006,71000,tonnes,Production,0.41,29110
21,Brazil,Grapefruit (inc. pomelos),2007,72000,tonnes,Production,0.41,29520
21,Brazil,Grapefruit (inc. pomelos),2008,72936,tonnes,Production,0.41,29903.76
21,Brazil,Grapefruit (inc. pomelos),2009,74013,tonnes,Production,0.41,30345.33
21,Brazil,Grapefruit (inc. pomelos),2010,75175,tonnes,Production,0.41,30821.75
21,Brazil,Grapefruit (inc. pomelos),2011,76288,tonnes,Production,0.41,31278.08
21,Brazil,Grapefruit (inc. pomelos),2012,78000,tonnes,Production,0.41,31980
21,Brazil,Grapefruit (inc. pomelos),2013,78000,tonnes,Production,0.41,31980
21,Brazil,Grapefruit (inc. pomelos),2014,78472,tonnes,Production,0.41,32173.52
21,Brazil,Grapefruit (inc. pomelos),2015,79801,tonnes,Production,0.41,32718.41
21,Brazil,Grapefruit (inc. pomelos),2016,80427,tonnes,Production,0.41,32975.07
21,Brazil,Grapefruit (inc. pomelos),2017,81322,tonnes,Production,0.41,33342.02
21,Brazil,Grapefruit (inc. pomelos),2018,82217,tonnes,Production,0.41,33708.97
21,Brazil,Grapefruit (inc. pomelos),2019,83113,tonnes,Production,0.41,34076.33
21,Brazil,Apples,1961,19962,tonnes,Production,0.36,7186.32
21,Brazil,Apples,1962,22600,tonnes,Production,0.36,8136
21,Brazil,Apples,1963,23241,tonnes,Production,0.36,8366.76
21,Brazil,Apples,1964,21158,tonnes,Production,0.36,7616.88
21,Brazil,Apples,1965,40386,tonnes,Production,0.36,14538.96
21,Brazil,Apples,1966,23559,tonnes,Production,0.36,8481.24
21,Brazil,Apples,1967,24785,tonnes,Production,0.36,8922.6
21,Brazil,Apples,1968,26070,tonnes,Production,0.36,9385.2
21,Brazil,Apples,1969,28864,tonnes,Production,0.36,10391.04
21,Brazil,Apples,1970,30850,tonnes,Production,0.36,11106
21,Brazil,Apples,1971,29961,tonnes,Production,0.36,10785.96
21,Brazil,Apples,1972,30698,tonnes,Production,0.36,11051.28
21,Brazil,Apples,1973,22265,tonnes,Production,0.36,8015.4
21,Brazil,Apples,1974,27340,tonnes,Production,0.36,9842.4
21,Brazil,Apples,1975,34192,tonnes,Production,0.36,12309.12
21,Brazil,Apples,1976,42348,tonnes,Production,0.36,15245.28
21,Brazil,Apples,1977,46125,tonnes,Production,0.36,16605
21,Brazil,Apples,1978,51758,tonnes,Production,0.36,18632.88
21,Brazil,Apples,1979,69099,tonnes,Production,0.36,24875.64
21,Brazil,Apples,1980,83038,tonnes,Production,0.36,29893.68
21,Brazil,Apples,1981,109503,tonnes,Production,0.36,39421.08
21,Brazil,Apples,1982,190993,tonnes,Production,0.36,68757.48
21,Brazil,Apples,1983,153540,tonnes,Production,0.36,55274.4
21,Brazil,Apples,1984,255773,tonnes,Production,0.36,92078.28
21,Brazil,Apples,1985,288649,tonnes,Production,0.36,103913.64
21,Brazil,Apples,1986,355803,tonnes,Production,0.36,128089.08
21,Brazil,Apples,1987,333275,tonnes,Production,0.36,119979
21,Brazil,Apples,1988,432937,tonnes,Production,0.36,155857.32
21,Brazil,Apples,1989,477280,tonnes,Production,0.36,171820.8
21,Brazil,Apples,1990,543515,tonnes,Production,0.36,195665.4
21,Brazil,Apples,1991,526904,tonnes,Production,0.36,189685.44
21,Brazil,Apples,1992,599841,tonnes,Production,0.36,215942.76
21,Brazil,Apples,1993,698765,tonnes,Production,0.36,251555.4
21,Brazil,Apples,1994,699935,tonnes,Production,0.36,251976.6
21,Brazil,Apples,1995,686373,tonnes,Production,0.36,247094.28
21,Brazil,Apples,1996,700777,tonnes,Production,0.36,252279.72
21,Brazil,Apples,1997,793585,tonnes,Production,0.36,285690.6
21,Brazil,Apples,1998,791437,tonnes,Production,0.36,284917.32
21,Brazil,Apples,1999,937715,tonnes,Production,0.36,337577.4
21,Brazil,Apples,2000,1153269,tonnes,Production,0.36,415176.84
21,Brazil,Apples,2001,716030,tonnes,Production,0.36,257770.8
21,Brazil,Apples,2002,857388,tonnes,Production,0.36,308659.68
21,Brazil,Apples,2003,841821,tonnes,Production,0.36,303055.56
21,Brazil,Apples,2004,980203,tonnes,Production,0.36,352873.08
21,Brazil,Apples,2005,850535,tonnes,Production,0.36,306192.6
21,Brazil,Apples,2006,863019,tonnes,Production,0.36,310686.84
21,Brazil,Apples,2007,1115379,tonnes,Production,0.36,401536.44
21,Brazil,Apples,2008,1124155,tonnes,Production,0.36,404695.8
