Area Code (FAO),Nation,Item,Year,yf_agrc_oil_bearing_tonne_ha,Unit,Element
169,Paraguay,Castor oil seed,2016,10000,hg/ha,Yield
169,Paraguay,Castor oil seed,2017,11667,hg/ha,Yield
169,Paraguay,Castor oil seed,2018,11667,hg/ha,Yield
169,Paraguay,Castor oil seed,2019,10000,hg/ha,Yield
169,Paraguay,Oil palm fruit,1961,84810,hg/ha,Yield
169,Paraguay,Oil palm fruit,1962,85185,hg/ha,Yield
169,Paraguay,Oil palm fruit,1963,85185,hg/ha,Yield
169,Paraguay,Oil palm fruit,1964,85047,hg/ha,Yield
169,Paraguay,Oil palm fruit,1965,86923,hg/ha,Yield
169,Paraguay,Oil palm fruit,1966,84242,hg/ha,Yield
169,Paraguay,Oil palm fruit,1967,85185,hg/ha,Yield
169,Paraguay,Oil palm fruit,1968,84375,hg/ha,Yield
169,Paraguay,Oil palm fruit,1969,85235,hg/ha,Yield
169,Paraguay,Oil palm fruit,1970,85246,hg/ha,Yield
169,Paraguay,Oil palm fruit,1971,85000,hg/ha,Yield
169,Paraguay,Oil palm fruit,1972,84848,hg/ha,Yield
169,Paraguay,Oil palm fruit,1973,85185,hg/ha,Yield
169,Paraguay,Oil palm fruit,1974,85128,hg/ha,Yield
169,Paraguay,Oil palm fruit,1975,84783,hg/ha,Yield
169,Paraguay,Oil palm fruit,1976,85517,hg/ha,Yield
169,Paraguay,Oil palm fruit,1977,84878,hg/ha,Yield
169,Paraguay,Oil palm fruit,1978,84746,hg/ha,Yield
169,Paraguay,Oil palm fruit,1979,84783,hg/ha,Yield
169,Paraguay,Oil palm fruit,1980,84865,hg/ha,Yield
169,Paraguay,Oil palm fruit,1981,84615,hg/ha,Yield
169,Paraguay,Oil palm fruit,1982,84615,hg/ha,Yield
169,Paraguay,Oil palm fruit,1983,83333,hg/ha,Yield
169,Paraguay,Oil palm fruit,1984,85714,hg/ha,Yield
169,Paraguay,Oil palm fruit,1985,85000,hg/ha,Yield
169,Paraguay,Oil palm fruit,1986,95000,hg/ha,Yield
169,Paraguay,Oil palm fruit,1987,96591,hg/ha,Yield
169,Paraguay,Oil palm fruit,1988,96591,hg/ha,Yield
169,Paraguay,Oil palm fruit,1989,96591,hg/ha,Yield
169,Paraguay,Oil palm fruit,1990,96591,hg/ha,Yield
169,Paraguay,Oil palm fruit,1991,96591,hg/ha,Yield
169,Paraguay,Oil palm fruit,1992,96591,hg/ha,Yield
169,Paraguay,Oil palm fruit,1993,97222,hg/ha,Yield
169,Paraguay,Oil palm fruit,1994,97222,hg/ha,Yield
169,Paraguay,Oil palm fruit,1995,95652,hg/ha,Yield
169,Paraguay,Oil palm fruit,1996,95652,hg/ha,Yield
169,Paraguay,Oil palm fruit,1997,95652,hg/ha,Yield
169,Paraguay,Oil palm fruit,1998,95652,hg/ha,Yield
169,Paraguay,Oil palm fruit,1999,96154,hg/ha,Yield
169,Paraguay,Oil palm fruit,2000,96154,hg/ha,Yield
169,Paraguay,Oil palm fruit,2001,96154,hg/ha,Yield
169,Paraguay,Oil palm fruit,2002,96538,hg/ha,Yield
169,Paraguay,Oil palm fruit,2003,95113,hg/ha,Yield
169,Paraguay,Oil palm fruit,2004,95924,hg/ha,Yield
169,Paraguay,Oil palm fruit,2005,95872,hg/ha,Yield
169,Paraguay,Oil palm fruit,2006,95872,hg/ha,Yield
169,Paraguay,Oil palm fruit,2007,95000,hg/ha,Yield
169,Paraguay,Oil palm fruit,2008,95000,hg/ha,Yield
169,Paraguay,Oil palm fruit,2009,95000,hg/ha,Yield
169,Paraguay,Oil palm fruit,2010,95000,hg/ha,Yield
169,Paraguay,Oil palm fruit,2011,95000,hg/ha,Yield
169,Paraguay,Oil palm fruit,2012,95000,hg/ha,Yield
169,Paraguay,Oil palm fruit,2013,95000,hg/ha,Yield
169,Paraguay,Oil palm fruit,2014,94827,hg/ha,Yield
169,Paraguay,Oil palm fruit,2015,94746,hg/ha,Yield
169,Paraguay,Oil palm fruit,2016,94684,hg/ha,Yield
169,Paraguay,Oil palm fruit,2017,94614,hg/ha,Yield
169,Paraguay,Oil palm fruit,2018,94546,hg/ha,Yield
169,Paraguay,Oil palm fruit,2019,94478,hg/ha,Yield
170,Peru,Castor oil seed,1961,20000,hg/ha,Yield
170,Peru,Castor oil seed,1962,17384,hg/ha,Yield
170,Peru,Castor oil seed,1963,17977,hg/ha,Yield
170,Peru,Castor oil seed,1964,17980,hg/ha,Yield
170,Peru,Castor oil seed,1965,17946,hg/ha,Yield
170,Peru,Castor oil seed,1966,17946,hg/ha,Yield
170,Peru,Castor oil seed,1967,17949,hg/ha,Yield
170,Peru,Castor oil seed,1968,12821,hg/ha,Yield
170,Peru,Castor oil seed,1969,20000,hg/ha,Yield
170,Peru,Castor oil seed,1970,20000,hg/ha,Yield
170,Peru,Castor oil seed,1971,20800,hg/ha,Yield
170,Peru,Castor oil seed,1972,20250,hg/ha,Yield
170,Peru,Castor oil seed,1973,20500,hg/ha,Yield
170,Peru,Castor oil seed,1974,20250,hg/ha,Yield
170,Peru,Castor oil seed,1975,23200,hg/ha,Yield
170,Peru,Castor oil seed,1976,25000,hg/ha,Yield
170,Peru,Castor oil seed,1977,4000,hg/ha,Yield
170,Peru,Castor oil seed,1978,6000,hg/ha,Yield
170,Peru,Castor oil seed,1979,5714,hg/ha,Yield
170,Peru,Castor oil seed,1980,20769,hg/ha,Yield
170,Peru,Castor oil seed,1981,20833,hg/ha,Yield
170,Peru,Castor oil seed,1982,16800,hg/ha,Yield
170,Peru,Castor oil seed,1983,13500,hg/ha,Yield
170,Peru,Castor oil seed,1984,13600,hg/ha,Yield
170,Peru,Oil palm fruit,1970,89677,hg/ha,Yield
170,Peru,Oil palm fruit,1971,34336,hg/ha,Yield
170,Peru,Oil palm fruit,1972,30000,hg/ha,Yield
170,Peru,Oil palm fruit,1973,30000,hg/ha,Yield
170,Peru,Oil palm fruit,1974,30000,hg/ha,Yield
170,Peru,Oil palm fruit,1975,30000,hg/ha,Yield
170,Peru,Oil palm fruit,1976,32502,hg/ha,Yield
170,Peru,Oil palm fruit,1977,104962,hg/ha,Yield
170,Peru,Oil palm fruit,1978,128311,hg/ha,Yield
170,Peru,Oil palm fruit,1979,99270,hg/ha,Yield
170,Peru,Oil palm fruit,1980,200000,hg/ha,Yield
170,Peru,Oil palm fruit,1981,200000,hg/ha,Yield
170,Peru,Oil palm fruit,1982,200000,hg/ha,Yield
170,Peru,Oil palm fruit,1983,200000,hg/ha,Yield
170,Peru,Oil palm fruit,1984,200000,hg/ha,Yield
170,Peru,Oil palm fruit,1985,134416,hg/ha,Yield
170,Peru,Oil palm fruit,1986,54548,hg/ha,Yield
170,Peru,Oil palm fruit,1987,134199,hg/ha,Yield
170,Peru,Oil palm fruit,1988,169540,hg/ha,Yield
170,Peru,Oil palm fruit,1989,217938,hg/ha,Yield
170,Peru,Oil palm fruit,1990,279036,hg/ha,Yield
170,Peru,Oil palm fruit,1991,245716,hg/ha,Yield
170,Peru,Oil palm fruit,1992,223266,hg/ha,Yield
170,Peru,Oil palm fruit,1993,267000,hg/ha,Yield
170,Peru,Oil palm fruit,1994,251426,hg/ha,Yield
170,Peru,Oil palm fruit,1995,258481,hg/ha,Yield
170,Peru,Oil palm fruit,1996,228869,hg/ha,Yield
170,Peru,Oil palm fruit,1997,189983,hg/ha,Yield
170,Peru,Oil palm fruit,1998,170843,hg/ha,Yield
170,Peru,Oil palm fruit,1999,259903,hg/ha,Yield
170,Peru,Oil palm fruit,2000,140228,hg/ha,Yield
170,Peru,Oil palm fruit,2001,156983,hg/ha,Yield
170,Peru,Oil palm fruit,2002,155789,hg/ha,Yield
170,Peru,Oil palm fruit,2003,203572,hg/ha,Yield
170,Peru,Oil palm fruit,2004,219467,hg/ha,Yield
170,Peru,Oil palm fruit,2005,192975,hg/ha,Yield
170,Peru,Oil palm fruit,2006,216738,hg/ha,Yield
170,Peru,Oil palm fruit,2007,189335,hg/ha,Yield
170,Peru,Oil palm fruit,2008,189464,hg/ha,Yield
170,Peru,Oil palm fruit,2009,147279,hg/ha,Yield
170,Peru,Oil palm fruit,2010,153137,hg/ha,Yield
170,Peru,Oil palm fruit,2011,107965,hg/ha,Yield
170,Peru,Oil palm fruit,2012,136933,hg/ha,Yield
170,Peru,Oil palm fruit,2013,119311,hg/ha,Yield
170,Peru,Oil palm fruit,2014,164409,hg/ha,Yield
170,Peru,Oil palm fruit,2015,158623,hg/ha,Yield
170,Peru,Oil palm fruit,2016,144220,hg/ha,Yield
170,Peru,Oil palm fruit,2017,144531,hg/ha,Yield
170,Peru,Oil palm fruit,2018,139065,hg/ha,Yield
170,Peru,Oil palm fruit,2019,125297,hg/ha,Yield
207,Suriname,Oil palm fruit,1974,11498,hg/ha,Yield
207,Suriname,Oil palm fruit,1975,19605,hg/ha,Yield
207,Suriname,Oil palm fruit,1976,38889,hg/ha,Yield
207,Suriname,Oil palm fruit,1977,53755,hg/ha,Yield
207,Suriname,Oil palm fruit,1978,73304,hg/ha,Yield
207,Suriname,Oil palm fruit,1979,104380,hg/ha,Yield
207,Suriname,Oil palm fruit,1980,80436,hg/ha,Yield
207,Suriname,Oil palm fruit,1981,83626,hg/ha,Yield
207,Suriname,Oil palm fruit,1982,67130,hg/ha,Yield
207,Suriname,Oil palm fruit,1983,63050,hg/ha,Yield
207,Suriname,Oil palm fruit,1984,58977,hg/ha,Yield
207,Suriname,Oil palm fruit,1985,61762,hg/ha,Yield
207,Suriname,Oil palm fruit,1986,49439,hg/ha,Yield
207,Suriname,Oil palm fruit,1987,32237,hg/ha,Yield
207,Suriname,Oil palm fruit,1988,18957,hg/ha,Yield
207,Suriname,Oil palm fruit,1989,22769,hg/ha,Yield
207,Suriname,Oil palm fruit,1990,14184,hg/ha,Yield
207,Suriname,Oil palm fruit,1991,16161,hg/ha,Yield
207,Suriname,Oil palm fruit,1992,23005,hg/ha,Yield
207,Suriname,Oil palm fruit,1993,20853,hg/ha,Yield
207,Suriname,Oil palm fruit,1994,20270,hg/ha,Yield
207,Suriname,Oil palm fruit,1995,20400,hg/ha,Yield
207,Suriname,Oil palm fruit,1996,19979,hg/ha,Yield
207,Suriname,Oil palm fruit,1997,19974,hg/ha,Yield
207,Suriname,Oil palm fruit,1998,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,1999,20833,hg/ha,Yield
207,Suriname,Oil palm fruit,2000,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2001,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2002,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2003,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2004,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2005,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2006,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2007,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2008,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2009,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2010,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2011,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2012,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2013,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2014,19984,hg/ha,Yield
207,Suriname,Oil palm fruit,2015,20000,hg/ha,Yield
207,Suriname,Oil palm fruit,2016,19967,hg/ha,Yield
207,Suriname,Oil palm fruit,2017,19967,hg/ha,Yield
207,Suriname,Oil palm fruit,2018,19934,hg/ha,Yield
207,Suriname,Oil palm fruit,2019,19929,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1980,86468,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1981,81750,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1982,84655,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1983,92046,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1984,90775,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1985,92700,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1986,89787,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1987,91622,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1988,82870,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1989,94796,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1990,87660,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1991,95019,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1992,62009,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1993,80001,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1994,90004,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1995,91703,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1996,91703,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1997,112323,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1998,135486,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,1999,134741,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2000,150807,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2001,138735,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2002,127358,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2003,105837,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2004,134786,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2005,115869,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2006,121734,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2007,122693,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2008,118957,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2009,115098,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2010,113369,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2011,116336,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2012,109878,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2013,111711,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2014,102816,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2015,108649,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2016,112785,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2017,111029,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2018,105227,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Oil palm fruit,2019,104663,hg/ha,Yield
