,Nation,Year,personas,rural_pob_share,urban_pob_share
5946,guyana,1982,781249.0,0.69695,0.30305
5949,honduras,1982,3910642.0,0.63996,0.36003999999999997
5952,haiti,1982,5910223.0,0.79405,0.20595
5969,jamaica,1982,2234062.0,0.52187,0.47813
6006,mexico,1982,71058650.0,0.32604,0.67396
6027,nicaragua,1982,3455129.0,0.49151000000000006,0.50849
6037,panama,1982,2073748.0,0.48874,0.5112599999999999
6038,peru,1982,18426420.0,0.3439,0.6561
6047,paraguay,1982,3368763.0,0.57215,0.42784999999999995
6063,el_salvador,1982,4737256.0,0.5487299999999999,0.45127
6102,uruguay,1982,2953852.0,0.13862,0.86138
6127,argentina,1983,29262049.0,0.15805999999999998,0.84194
6141,bahamas,1983,225095.0,0.24715,0.75285
6144,belize,1983,155820.0,0.51199,0.48801
6147,brazil,1983,129448815.0,0.31858000000000003,0.6814199999999999
6148,barbados,1983,254791.0,0.6072,0.39280000000000004
6157,chile,1983,11907955.0,0.17640999999999998,0.8235899999999999
6163,colombia,1983,28714183.0,0.34267000000000003,0.6573300000000001
6166,costa_rica,1983,2593015.0,0.55844,0.44156
6177,dominican_republic,1983,6199657.0,0.46677,0.53323
6184,ecuador,1983,8624594.0,0.50342,0.49658
6210,guatemala,1983,7462585.0,0.60305,0.39695
6212,guyana,1983,778953.0,0.69785,0.30215
6215,honduras,1983,4031333.0,0.6342300000000001,0.36577
6218,haiti,1983,6051617.0,0.7864,0.21359999999999998
6235,jamaica,1983,2271735.0,0.51984,0.48016
6272,mexico,1983,72709306.0,0.32081000000000004,0.67919
6293,nicaragua,1983,3549711.0,0.48873,0.51127
6303,panama,1983,2121863.0,0.48534999999999995,0.51465
6304,peru,1983,18870988.0,0.33969,0.6603100000000001
6313,paraguay,1983,3468533.0,0.56488,0.43512
6329,el_salvador,1983,4804936.0,0.54358,0.45642000000000005
6368,uruguay,1983,2973048.0,0.13502,0.8649800000000001
6393,argentina,1984,29737097.0,0.15378999999999998,0.8462099999999999
6407,bahamas,1984,229913.0,0.24013,0.7598699999999999
6410,belize,1984,160341.0,0.5139,0.4861
6413,brazil,1984,132383569.0,0.3099,0.6901
6414,barbados,1984,255493.0,0.60993,0.39007
6423,chile,1984,12078137.0,0.17507999999999999,0.8249200000000001
6429,colombia,1984,29331230.0,0.33613,0.66387
6432,costa_rica,1984,2664220.0,0.55458,0.44542000000000004
6443,dominican_republic,1984,6331760.0,0.46404,0.53596
6450,ecuador,1984,8843463.0,0.49561999999999995,0.50438
6476,guatemala,1984,7669863.0,0.59979,0.40021
6478,guyana,1984,775217.0,0.69876,0.30124
6481,honduras,1984,4154864.0,0.62845,0.37155
6484,haiti,1984,6194686.0,0.77703,0.22297
6501,jamaica,1984,2306367.0,0.5178,0.48219999999999996
6538,mexico,1984,74352631.0,0.31562999999999997,0.6843699999999999
6559,nicaragua,1984,3642978.0,0.48594000000000004,0.51406
6569,panama,1984,2170330.0,0.48195,0.51805
6570,peru,1984,19319746.0,0.33551000000000003,0.66449
6579,paraguay,1984,3571275.0,0.55753,0.44247
6595,el_salvador,1984,4871041.0,0.5384,0.46159999999999995
6634,uruguay,1984,2992250.0,0.1315,0.8684999999999999
6659,argentina,1985,30216284.0,0.14962,0.8503799999999999
6673,bahamas,1985,234579.0,0.23326,0.7667400000000001
6676,belize,1985,164918.0,0.51581,0.48418999999999995
6679,brazil,1985,135274083.0,0.30138000000000004,0.6986199999999999
6680,barbados,1985,256260.0,0.6126400000000001,0.38736
6689,chile,1985,12257238.0,0.17376000000000003,0.82624
6695,colombia,1985,29951194.0,0.32966,0.67034
6698,costa_rica,1985,2736719.0,0.54555,0.45445
6709,dominican_republic,1985,6464229.0,0.46131999999999995,0.53868
6716,ecuador,1985,9066100.0,0.48784999999999995,0.51215
6742,guatemala,1985,7884034.0,0.59653,0.40347
6744,guyana,1985,770439.0,0.69967,0.30033
6747,honduras,1985,4281167.0,0.62265,0.37735
6750,haiti,1985,6337275.0,0.76739,0.23260999999999998
6767,jamaica,1985,2335510.0,0.51576,0.48424
6804,mexico,1985,75983486.0,0.3105,0.6895
6825,nicaragua,1985,3734343.0,0.48316000000000003,0.51684
6835,panama,1985,2219200.0,0.47857,0.5214300000000001
6836,peru,1985,19772871.0,0.33136000000000004,0.66864
6845,paraguay,1985,3676206.0,0.55017,0.44982999999999995
6861,el_salvador,1985,4936803.0,0.53323,0.46677
6900,uruguay,1985,3011519.0,0.12805999999999998,0.87194
6925,argentina,1986,30698964.0,0.14554999999999998,0.8544499999999999
6939,bahamas,1986,239020.0,0.22652999999999998,0.77347
6942,belize,1986,169569.0,0.51772,0.48228000000000004
6945,brazil,1986,138108915.0,0.29297,0.70703
6946,barbados,1986,257117.0,0.61536,0.38464
6955,chile,1986,12445833.0,0.17245000000000002,0.82755
6961,colombia,1986,30572479.0,0.32433999999999996,0.67566
6964,costa_rica,1986,2810245.0,0.53647,0.46353
6975,dominican_republic,1986,6596967.0,0.4586,0.5414
6982,ecuador,1986,9292481.0,0.48007,0.51993
7008,guatemala,1986,8104921.0,0.59326,0.40674
7010,guyana,1986,764447.0,0.70057,0.29943000000000003
7013,honduras,1986,4410270.0,0.61681,0.38319000000000003
7016,haiti,1986,6478537.0,0.7574500000000001,0.24255
7033,jamaica,1986,2358165.0,0.51372,0.48628
7070,mexico,1986,77599105.0,0.30541,0.69459
7091,nicaragua,1986,3823133.0,0.48036999999999996,0.51963
7101,panama,1986,2268500.0,0.47518,0.52482
7102,peru,1986,20230385.0,0.32722999999999997,0.67277
7111,paraguay,1986,3783074.0,0.54278,0.45722
7127,el_salvador,1986,5002339.0,0.52805,0.47195
7166,uruguay,1986,3030651.0,0.12442,0.87558
7191,argentina,1987,31184411.0,0.14157,0.85843
7205,bahamas,1987,243265.0,0.21993,0.78007
7208,belize,1987,174333.0,0.51963,0.48036999999999996
7211,brazil,1987,140891606.0,0.28471,0.71529
7212,barbados,1987,258012.0,0.6180599999999999,0.38194
7221,chile,1987,12642917.0,0.17115,0.8288500000000001
7227,colombia,1987,31195417.0,0.31949,0.6805100000000001
7230,costa_rica,1987,2884856.0,0.5273599999999999,0.47264
7241,dominican_republic,1987,6729930.0,0.45588,0.5441199999999999
7248,ecuador,1987,9522362.0,0.47231,0.52769
7274,guatemala,1987,8332446.0,0.58998,0.41002000000000005
7276,guyana,1987,757451.0,0.70147,0.29853
7279,honduras,1987,4542218.0,0.6109300000000001,0.38906999999999997
7282,haiti,1987,6618742.0,0.74723,0.25277
7299,jamaica,1987,2375400.0,0.51168,0.48832000000000003
7336,mexico,1987,79200081.0,0.30036999999999997,0.69963
7357,nicaragua,1987,3909672.0,0.47759,0.52241
7367,panama,1987,2318259.0,0.4718,0.5282
7368,peru,1987,20691285.0,0.32313000000000003,0.67687
7377,paraguay,1987,3891725.0,0.53537,0.46463
7393,el_salvador,1987,5067531.0,0.52286,0.47714
7432,uruguay,1987,3049581.0,0.12074,0.87926
7457,argentina,1988,31668939.0,0.13767,0.86233
7471,bahamas,1988,247451.0,0.21346,0.78654
7474,belize,1988,179023.0,0.52154,0.47845999999999994
7477,brazil,1988,143627505.0,0.27658,0.72342
7478,barbados,1988,258970.0,0.6207699999999999,0.37923
7487,chile,1988,12847712.0,0.16986,0.83014
7493,colombia,1988,31822527.0,0.31468,0.6853199999999999
7496,costa_rica,1988,2960932.0,0.51823,0.48177
7507,dominican_republic,1988,6863438.0,0.45316,0.54684
7514,ecuador,1988,9755576.0,0.46454,0.53546
7540,guatemala,1988,8566331.0,0.58668,0.41332
7542,guyana,1988,750641.0,0.7023699999999999,0.29763
7545,honduras,1988,4677023.0,0.60519,0.39481
7548,haiti,1988,6758222.0,0.7367100000000001,0.26329
7565,jamaica,1988,2389415.0,0.50964,0.49036
7602,mexico,1988,80788725.0,0.29538,0.70462
7623,nicaragua,1988,3995529.0,0.47481,0.5251899999999999
7633,panama,1988,2368556.0,0.46841,0.53159
7634,peru,1988,21153462.0,0.31905,0.6809499999999999
7643,paraguay,1988,4001678.0,0.52793,0.47207
7659,el_salvador,1988,5133273.0,0.51766,0.48234
7698,uruguay,1988,3068714.0,0.11715,0.8828499999999999
7723,argentina,1989,32148137.0,0.13387000000000002,0.86613
7737,bahamas,1989,251738.0,0.20716,0.7928400000000001
7740,belize,1989,183471.0,0.52345,0.47655000000000003
7743,brazil,1989,146328305.0,0.26861,0.73139
7744,barbados,1989,259961.0,0.62346,0.37654000000000004
7753,chile,1989,13058758.0,0.16857,0.83143
7759,colombia,1989,32457497.0,0.30992000000000003,0.6900799999999999
7762,costa_rica,1989,3039015.0,0.5091100000000001,0.49089
7773,dominican_republic,1989,6997877.0,0.45045,0.54955
7780,ecuador,1989,9991870.0,0.45682,0.54318
7806,guatemala,1989,8805995.0,0.58339,0.41661000000000004
7808,guyana,1989,745581.0,0.70327,0.29673
7811,honduras,1989,4814696.0,0.60031,0.39969
7814,haiti,1989,6897755.0,0.72595,0.27405
7831,jamaica,1989,2403464.0,0.5075999999999999,0.4924
7868,mexico,1989,82368930.0,0.29044000000000003,0.7095600000000001
7889,nicaragua,1989,4082958.0,0.47203,0.5279699999999999
7899,panama,1989,2419424.0,0.46503,0.53497
7900,peru,1989,21614193.0,0.31501,0.68499
7909,paraguay,1989,4112396.0,0.52051,0.47948999999999997
7925,el_salvador,1989,5200608.0,0.51246,0.48754
7964,uruguay,1989,3088603.0,0.11367000000000001,0.88633
7989,argentina,1990,32618648.0,0.13016,0.86984
8003,bahamas,1990,256227.0,0.20162,0.79838
8006,belize,1990,187554.0,0.52535,0.47465
8009,brazil,1990,149003225.0,0.26078,0.73922
8010,barbados,1990,260933.0,0.6263000000000001,0.3737
8019,chile,1990,13274617.0,0.16729,0.8327100000000001
8025,colombia,1990,33102569.0,0.30518999999999996,0.6948099999999999
8028,costa_rica,1990,3119436.0,0.49997,0.50003
8039,dominican_republic,1990,7133491.0,0.44774,0.55226
8046,ecuador,1990,10230931.0,0.44909999999999994,0.5509000000000001
8072,guatemala,1990,9050115.0,0.58008,0.41991999999999996
8074,guyana,1990,743306.0,0.70417,0.29583
8077,honduras,1990,4955302.0,0.5954,0.4046
8080,haiti,1990,7037915.0,0.7149,0.2851
8097,jamaica,1990,2419901.0,0.50556,0.49444000000000005
8134,mexico,1990,83943135.0,0.28581,0.71419
8155,nicaragua,1990,4173435.0,0.46924999999999994,0.53075
8165,panama,1990,2470946.0,0.46097,0.53903
8166,peru,1990,22071433.0,0.31099,0.68901
8175,paraguay,1990,4223413.0,0.51306,0.48694000000000004
8191,el_salvador,1990,5270074.0,0.50726,0.49274
8230,uruguay,1990,3109598.0,0.11026999999999999,0.88973
8255,argentina,1991,33079002.0,0.12672,0.8732800000000001
8269,bahamas,1991,261007.0,0.19933,0.8006699999999999
8272,belize,1991,191136.0,0.52729,0.47271
8275,brazil,1991,151648007.0,0.2531,0.7469
8276,barbados,1991,261912.0,0.6299399999999999,0.37006
8285,chile,1991,13495255.0,0.16602,0.8339799999999999
8291,colombia,1991,33758328.0,0.30051,0.69949
8294,costa_rica,1991,3202083.0,0.49083,0.50917
8305,dominican_republic,1991,7270413.0,0.44503,0.55497
8312,ecuador,1991,10472476.0,0.44290999999999997,0.5570900000000001
8338,guatemala,1991,9296814.0,0.57677,0.42323
8340,guyana,1991,744477.0,0.7050700000000001,0.29492999999999997
8343,honduras,1991,5098594.0,0.5904699999999999,0.40953
8346,haiti,1991,7178611.0,0.7035899999999999,0.29641
8363,jamaica,1991,2439329.0,0.50344,0.49656
8400,mexico,1991,85512621.0,0.28184000000000003,0.71816
8421,nicaragua,1991,4267570.0,0.46648,0.53352
8431,panama,1991,2523115.0,0.45243,0.54757
8432,peru,1991,22522383.0,0.307,0.693
8441,paraguay,1991,4334348.0,0.50561,0.49439
8457,el_salvador,1991,5342190.0,0.5020600000000001,0.49794
8496,uruguay,1991,3131657.0,0.10696,0.8930400000000001
8521,argentina,1992,33529320.0,0.12458,0.87542
8535,bahamas,1992,266028.0,0.19707,0.80293
8538,belize,1992,194324.0,0.52941,0.47058999999999995
8541,brazil,1992,154259382.0,0.24556,0.75444
8542,barbados,1992,262890.0,0.63357,0.36643000000000003
8551,chile,1992,13719818.0,0.16436,0.8356399999999999
8557,colombia,1992,34422568.0,0.29585,0.70415
8560,costa_rica,1992,3286525.0,0.48168,0.51832
8571,dominican_republic,1992,7408339.0,0.44232999999999995,0.55767
8578,ecuador,1992,10716131.0,0.43774,0.56226
8604,guatemala,1992,9544055.0,0.57345,0.42655
8606,guyana,1992,748596.0,0.70596,0.29404
8609,honduras,1992,5244677.0,0.58552,0.41448
8612,haiti,1992,7319491.0,0.6920000000000001,0.308
8629,jamaica,1992,2461047.0,0.50104,0.49896
8666,mexico,1992,87075136.0,0.27791,0.72209
8687,nicaragua,1992,4364514.0,0.4637,0.5363
8697,panama,1992,2575949.0,0.44390999999999997,0.55609
8698,peru,1992,22966822.0,0.30303,0.69697
8707,paraguay,1992,4445019.0,0.49814,0.50186
8723,el_salvador,1992,5416327.0,0.49685,0.50315
8762,uruguay,1992,3154459.0,0.10372999999999999,0.8962699999999999
8787,argentina,1993,33970103.0,0.12247999999999999,0.87752
8801,bahamas,1993,271065.0,0.19482,0.80518
8804,belize,1993,197625.0,0.53152,0.46848
8807,brazil,1993,156849086.0,0.23818999999999999,0.76181
8808,barbados,1993,263869.0,0.63717,0.36283
8817,chile,1993,13944934.0,0.16104,0.83896
8823,colombia,1993,35091272.0,0.29126,0.7087399999999999
8826,costa_rica,1993,3372298.0,0.47257,0.5274300000000001
8837,dominican_republic,1993,7546467.0,0.43963,0.56037
8844,ecuador,1993,10961460.0,0.4326,0.5674
8870,guatemala,1993,9790619.0,0.57013,0.42987000000000003
8872,guyana,1993,754141.0,0.70685,0.29315
8875,honduras,1993,5394416.0,0.58057,0.41942999999999997
8878,haiti,1993,7460684.0,0.6861,0.3139
8895,jamaica,1993,2484583.0,0.49863999999999997,0.50136
8932,mexico,1993,88625440.0,0.27402,0.72598
8953,nicaragua,1993,4462496.0,0.46093000000000006,0.5390699999999999
8963,panama,1993,2629584.0,0.43544,0.5645600000000001
8964,peru,1993,23408135.0,0.29911,0.70089
8973,paraguay,1993,4555518.0,0.49156,0.50844
8989,el_salvador,1993,5490478.0,0.48583,0.51417
9028,uruguay,1993,3177734.0,0.10060000000000001,0.8994
9053,argentina,1994,34402669.0,0.1204,0.8795999999999999
9067,bahamas,1994,275849.0,0.19260000000000002,0.8073999999999999
9070,belize,1994,201679.0,0.53363,0.46637
9073,brazil,1994,159432717.0,0.23097,0.7690300000000001
9074,barbados,1994,264893.0,0.6407599999999999,0.35924
9083,chile,1994,14166346.0,0.15777,0.84223
9089,colombia,1994,35758978.0,0.28672000000000003,0.71328
9092,costa_rica,1994,3458829.0,0.46347,0.53653
9103,dominican_republic,1994,7683707.0,0.43248,0.56752
9110,ecuador,1994,11207999.0,0.42746,0.5725399999999999
9136,guatemala,1994,10037522.0,0.5668,0.43320000000000003
9138,guyana,1994,758896.0,0.70774,0.29225999999999996
9141,honduras,1994,5548969.0,0.5755899999999999,0.42441
9144,haiti,1994,7602318.0,0.68013,0.31987
9161,jamaica,1994,2509042.0,0.49625,0.50375
9198,mexico,1994,90156396.0,0.27015,0.72985
9219,nicaragua,1994,4559010.0,0.45817,0.54183
9229,panama,1994,2684117.0,0.42699,0.57301
9230,peru,1994,23851405.0,0.29479,0.70521
9239,paraguay,1994,4666096.0,0.48512,0.51488
9255,el_salvador,1994,5561916.0,0.47296,0.52704
9294,uruguay,1994,3201149.0,0.09755000000000001,0.9024500000000001
9319,argentina,1995,34828168.0,0.11836,0.88164
9333,bahamas,1995,280179.0,0.19039,0.8096099999999999
9336,belize,1995,206962.0,0.5357500000000001,0.46425
9339,brazil,1995,162019889.0,0.22390000000000002,0.7761
9340,barbados,1995,265955.0,0.64434,0.35566000000000003
9349,chile,1995,14380864.0,0.15455,0.84545
9355,colombia,1995,36421438.0,0.28223,0.71777
9358,costa_rica,1995,3545524.0,0.45439,0.54561
9369,dominican_republic,1995,7819239.0,0.42402,0.5759799999999999
9376,ecuador,1995,11455205.0,0.42234,0.57766
9402,guatemala,1995,10286786.0,0.56346,0.43654000000000004
9404,guyana,1995,761298.0,0.70863,0.29137
9407,honduras,1995,5709010.0,0.5705899999999999,0.42941
9410,haiti,1995,7744509.0,0.6740999999999999,0.3259
9427,jamaica,1995,2533705.0,0.49384999999999996,0.50615
9464,mexico,1995,91663290.0,0.26632,0.73368
9485,nicaragua,1995,4652185.0,0.45563000000000003,0.54437
9495,panama,1995,2739667.0,0.41859,0.58141
9496,peru,1995,24299168.0,0.29048999999999997,0.70951
9505,paraguay,1995,4776838.0,0.47869,0.52131
9521,el_salvador,1995,5628602.0,0.46012000000000003,0.53988
9560,uruguay,1995,3224275.0,0.09458,0.90542
9585,argentina,1996,35246376.0,0.11634,0.88366
9599,bahamas,1996,283980.0,0.1882,0.8118000000000001
9602,belize,1996,213660.0,0.53786,0.46214
9605,brazil,1996,164614682.0,0.21698,0.78302
9606,barbados,1996,267047.0,0.6479,0.3521
9615,chile,1996,14587367.0,0.15139,0.8486100000000001
9621,colombia,1996,37076387.0,0.27777,0.72223
9624,costa_rica,1996,3632361.0,0.44533,0.55467
9635,dominican_republic,1996,7952766.0,0.41558999999999996,0.58441
9642,ecuador,1996,11703169.0,0.41723,0.58277
9668,guatemala,1996,10536942.0,0.56011,0.43988999999999995
9670,guyana,1996,760801.0,0.7095199999999999,0.29047999999999996
9673,honduras,1996,5874814.0,0.56558,0.43442000000000003
9676,haiti,1996,7887312.0,0.6679999999999999,0.332
9693,jamaica,1996,2558631.0,0.49145000000000005,0.50855
9730,mexico,1996,93147045.0,0.2633,0.7367
9751,nicaragua,1996,4741571.0,0.45413,0.5458700000000001
9761,panama,1996,2796291.0,0.41022,0.58978
9762,peru,1996,24753825.0,0.28623,0.7137699999999999
9771,paraguay,1996,4887638.0,0.47226,0.52774
9787,el_salvador,1996,5689943.0,0.44732,0.5526800000000001
9826,uruguay,1996,3247383.0,0.09165000000000009,0.90835
9851,argentina,1997,35657438.0,0.11436,0.88564
9865,bahamas,1997,287363.0,0.18603999999999998,0.81396
9868,belize,1997,221575.0,0.53997,0.46003
9871,brazil,1997,167209046.0,0.20952,0.7904800000000001
9872,barbados,1997,268183.0,0.65144,0.34856000000000004
9881,chile,1997,14786227.0,0.14828,0.8517199999999999
9887,colombia,1997,37723803.0,0.27338,0.72662
9890,costa_rica,1997,3718952.0,0.43633000000000005,0.56367
9901,dominican_republic,1997,8084407.0,0.40724,0.5927600000000001
9908,ecuador,1997,11951457.0,0.41215,0.58785
9934,guatemala,1997,10788362.0,0.55677,0.44323
9936,guyana,1997,757975.0,0.71041,0.28959
9939,honduras,1997,6045704.0,0.56056,0.43944000000000005
9942,haiti,1997,8030721.0,0.66208,0.33792
9959,jamaica,1997,2583914.0,0.48905,0.51095
9996,mexico,1997,94611008.0,0.26071,0.73929
10017,nicaragua,1997,4827658.0,0.45263,0.54737
10027,panama,1997,2853907.0,0.40192999999999995,0.59807
10028,peru,1997,25210957.0,0.28202,0.7179800000000001
10037,paraguay,1997,4998096.0,0.46586,0.5341400000000001
10053,el_salvador,1997,5746288.0,0.43463,0.56537
10092,uruguay,1997,3270158.0,0.08852999999999991,0.91147
10117,argentina,1998,36063451.0,0.11241,0.88759
10131,bahamas,1998,290600.0,0.18389,0.81611
10134,belize,1998,230248.0,0.54207,0.45793
10137,brazil,1998,169785253.0,0.20219,0.79781
10138,barbados,1998,269334.0,0.65497,0.34503
10147,chile,1998,14977736.0,0.14523,0.85477
10153,colombia,1998,38364307.0,0.26902000000000004,0.73098
10156,costa_rica,1998,3803893.0,0.42735999999999996,0.57264
10167,dominican_republic,1998,8214427.0,0.39893,0.60107
10174,ecuador,1998,12198449.0,0.40709,0.5929099999999999
10200,guatemala,1998,11046215.0,0.55341,0.44659
10202,guyana,1998,753778.0,0.7112900000000001,0.28870999999999997
10205,honduras,1998,6220405.0,0.55553,0.44447000000000003
10208,haiti,1998,8174680.0,0.6561100000000001,0.34389000000000003
10225,jamaica,1998,2608874.0,0.48664999999999997,0.51335
10262,mexico,1998,96056313.0,0.25814,0.7418600000000001
10283,nicaragua,1998,4910642.0,0.45114,0.54886
10293,panama,1998,2912318.0,0.39368000000000003,0.60632
10294,peru,1998,25658070.0,0.27784,0.7221599999999999
10303,paraguay,1998,5107840.0,0.45946,0.54054
10319,el_salvador,1998,5797764.0,0.42200000000000004,0.578
10358,uruguay,1998,3291053.0,0.0855,0.9145
10383,argentina,1999,36467218.0,0.11048,0.88952
10397,bahamas,1999,294063.0,0.18175999999999998,0.81824
10400,belize,1999,238979.0,0.54418,0.45582
10403,brazil,1999,172318674.0,0.19504000000000002,0.8049599999999999
10404,barbados,1999,270455.0,0.65848,0.34152
10413,chile,1999,15162801.0,0.14221999999999999,0.8577800000000001
10419,colombia,1999,38999468.0,0.2647,0.7353000000000001
10422,costa_rica,1999,3885428.0,0.41843,0.5815699999999999
10433,dominican_republic,1999,8343288.0,0.39067,0.60933
10440,ecuador,1999,12442109.0,0.40204,0.59796
10466,guatemala,1999,11311078.0,0.55005,0.44994999999999996
10468,guyana,1999,749676.0,0.71218,0.28782
10471,honduras,1999,6397140.0,0.55048,0.44952
10474,haiti,1999,8319070.0,0.65008,0.34991999999999995
10491,jamaica,1999,2632677.0,0.48426,0.51574
10528,mexico,1999,97484823.0,0.25559,0.74441
10549,nicaragua,1999,4991041.0,0.44964,0.55036
10559,panama,1999,2971197.0,0.38549,0.61451
10560,peru,1999,26078295.0,0.27369,0.72631
10569,paraguay,1999,5216346.0,0.45307000000000003,0.54693
10585,el_salvador,1999,5844834.0,0.41643,0.58357
10624,uruguay,1999,3308005.0,0.0825700000000001,0.91743
10649,argentina,2000,36870796.0,0.10858000000000001,0.89142
10663,bahamas,2000,298045.0,0.17992999999999998,0.8200700000000001
10666,belize,2000,247310.0,0.54602,0.45398000000000005
10669,brazil,2000,174790339.0,0.18808,0.81192
10670,barbados,2000,271511.0,0.66173,0.33826999999999996
10679,chile,2000,15342350.0,0.13927,0.8607299999999999
10685,colombia,2000,39629965.0,0.26043,0.73957
10688,costa_rica,2000,3962369.0,0.40948,0.59052
10699,dominican_republic,2000,8471317.0,0.38247,0.61753
10706,ecuador,2000,12681123.0,0.39701000000000003,0.60299
10732,guatemala,2000,11589761.0,0.5466799999999999,0.45332
10734,guyana,2000,746718.0,0.71306,0.28694
10737,honduras,2000,6574510.0,0.54542,0.45458
10740,haiti,2000,8463802.0,0.644,0.35600000000000004
10757,jamaica,2000,2654698.0,0.48186,0.51814
10794,mexico,2000,98899845.0,0.25278,0.74722
10815,nicaragua,2000,5069310.0,0.44815,0.5518500000000001
10825,panama,2000,3030333.0,0.37802,0.62198
10826,peru,2000,26459944.0,0.26958,0.7304200000000001
10835,paraguay,2000,5323202.0,0.44669,0.5533100000000001
10851,el_salvador,2000,5887930.0,0.41088,0.58912
10890,uruguay,2000,3319734.0,0.0797199999999999,0.9202800000000001
10915,argentina,2001,37275644.0,0.10671,0.8932899999999999
10929,bahamas,2001,302618.0,0.17951,0.82049
10932,belize,2001,255068.0,0.54619,0.45381
10935,brazil,2001,177196051.0,0.18447,0.81553
10936,barbados,2001,272494.0,0.6637099999999999,0.33629
10945,chile,2001,15516112.0,0.13637,0.86363
10951,colombia,2001,40255956.0,0.25621,0.7437900000000001
10954,costa_rica,2001,4034074.0,0.39590000000000003,0.6041
10965,dominican_republic,2001,8598599.0,0.37435,0.6256499999999999
10972,ecuador,2001,12914660.0,0.39201,0.60799
10998,guatemala,2001,11871565.0,0.54332,0.45668
11000,guyana,2001,745206.0,0.71394,0.28606000000000004
11003,honduras,2001,6751912.0,0.5403600000000001,0.45964
11006,haiti,2001,8608810.0,0.62749,0.37250999999999995
11023,jamaica,2001,2674706.0,0.47947,0.5205299999999999
11060,mexico,2001,100298152.0,0.24955,0.7504500000000001
11081,nicaragua,2001,5145367.0,0.44665,0.55335
11091,panama,2001,3089641.0,0.37503,0.62497
11092,peru,2001,26799289.0,0.26552,0.7344799999999999
11101,paraguay,2001,5428442.0,0.44034,0.55966
11117,el_salvador,2001,5927001.0,0.40536,0.59464
11156,uruguay,2001,3325471.0,0.07697,0.92303
11181,argentina,2002,37681743.0,0.10490000000000001,0.8951
11195,bahamas,2002,307657.0,0.17908000000000002,0.82092
11198,belize,2002,262387.0,0.5463600000000001,0.45364
11201,brazil,2002,179537523.0,0.1812,0.8188
11202,barbados,2002,273423.0,0.66569,0.33431
11211,chile,2002,15684413.0,0.13394,0.8660599999999999
11217,colombia,2002,40875363.0,0.25203,0.74797
11220,costa_rica,2002,4100922.0,0.38247,0.61753
11231,dominican_republic,2002,8724974.0,0.36629,0.63371
11238,ecuador,2002,13143465.0,0.38882,0.6111800000000001
11264,guatemala,2002,12147518.0,0.5399499999999999,0.46005
11266,guyana,2002,744789.0,0.71482,0.28518
11269,honduras,2002,6929267.0,0.5339,0.4661
11272,haiti,2002,8754148.0,0.61065,0.38935000000000003
11289,jamaica,2002,2692843.0,0.47749,0.52251
11326,mexico,2002,101684764.0,0.24635,0.7536499999999999
11347,nicaragua,2002,5219324.0,0.44516,0.55484
11357,panama,2002,3149195.0,0.37206000000000006,0.6279399999999999
11358,peru,2002,27100964.0,0.2615,0.7384999999999999
11367,paraguay,2002,5531958.0,0.434,0.5660000000000001
11383,el_salvador,2002,5962139.0,0.39986,0.60014
11422,uruguay,2002,3326046.0,0.07431,0.92569
11447,argentina,2003,38087866.0,0.10314,0.8968600000000001
11461,bahamas,2003,313123.0,0.17865999999999999,0.82134
11464,belize,2003,269428.0,0.54653,0.45347000000000004
11467,brazil,2003,181809244.0,0.17797000000000002,0.82203
11468,barbados,2003,274331.0,0.66766,0.33234
11477,chile,2003,15849649.0,0.13335,0.86665
11483,colombia,2003,41483872.0,0.24789000000000003,0.75211
11486,costa_rica,2003,4164053.0,0.36920000000000003,0.6308
11497,dominican_republic,2003,8850317.0,0.35395000000000004,0.64605
11504,ecuador,2003,13369678.0,0.38683999999999996,0.61316
11530,guatemala,2003,12415334.0,0.5368200000000001,0.46318
11532,guyana,2003,745142.0,0.71693,0.28307
11535,honduras,2003,7106323.0,0.52733,0.47267000000000003
11538,haiti,2003,8900108.0,0.59355,0.40645000000000003
11555,jamaica,2003,2709438.0,0.47563,0.52437
11592,mexico,2003,103081020.0,0.24318,0.75682
11613,nicaragua,2003,5292115.0,0.44366999999999995,0.55633
11623,panama,2003,3209056.0,0.36909,0.63091
11624,peru,2003,27372217.0,0.25751,0.74249
11633,paraguay,2003,5632983.0,0.43023000000000006,0.56977
11649,el_salvador,2003,5994075.0,0.39439,0.60561
11688,uruguay,2003,3323661.0,0.07171999999999999,0.92828
11713,argentina,2004,38491970.0,0.1014,0.8986
11727,bahamas,2004,318893.0,0.17824,0.82176
11730,belize,2004,276516.0,0.5467,0.4533
11733,brazil,2004,184006479.0,0.17479,0.82521
11734,barbados,2004,275283.0,0.66963,0.33037
11743,chile,2004,16014972.0,0.13275,0.86725
11749,colombia,2004,42075953.0,0.2438,0.7562000000000001
11752,costa_rica,2004,4225156.0,0.35612,0.64388
11763,dominican_republic,2004,8974444.0,0.33997,0.66003
11770,ecuador,2004,13596390.0,0.38486,0.61514
11796,guatemala,2004,12682108.0,0.53384,0.46616
11798,guyana,2004,745737.0,0.7193600000000001,0.28064
11801,honduras,2004,7282953.0,0.52073,0.47927
11804,haiti,2004,9047082.0,0.58321,0.41679
11821,jamaica,2004,2725017.0,0.47375,0.52625
11858,mexico,2004,104514934.0,0.24003,0.75997
11879,nicaragua,2004,5364930.0,0.44218,0.55782
11889,panama,2004,3269356.0,0.36613,0.63387
