Nation,Year,value,model,iso_code3
nicaragua,1992,120.0,IPPU,NIC
nicaragua,1993,110.0,IPPU,NIC
nicaragua,1994,130.0,IPPU,NIC
nicaragua,1995,140.0,IPPU,NIC
nicaragua,1996,150.0,IPPU,NIC
nicaragua,1997,160.0,IPPU,NIC
nicaragua,1998,160.0,IPPU,NIC
nicaragua,1999,150.0,IPPU,NIC
nicaragua,2000,230.0,IPPU,NIC
nicaragua,2001,220.0,IPPU,NIC
nicaragua,2002,230.0,IPPU,NIC
nicaragua,2003,370.0,IPPU,NIC
nicaragua,2004,220.0,IPPU,NIC
nicaragua,2005,220.0,IPPU,NIC
nicaragua,2006,220.0,IPPU,NIC
nicaragua,2007,210.0,IPPU,NIC
nicaragua,2008,210.0,IPPU,NIC
nicaragua,2009,210.0,IPPU,NIC
nicaragua,2010,240.0,IPPU,NIC
nicaragua,2011,270.0,IPPU,NIC
nicaragua,2012,240.0,IPPU,NIC
nicaragua,2013,250.0,IPPU,NIC
nicaragua,2014,270.0,IPPU,NIC
nicaragua,2015,270.0,IPPU,NIC
nicaragua,2016,270.0,IPPU,NIC
nicaragua,2017,350.0,IPPU,NIC
nicaragua,2018,350.0,IPPU,NIC
nicaragua,2019,350.0,IPPU,NIC
panama,1990,130.0,IPPU,PAN
panama,1991,130.0,IPPU,PAN
panama,1992,110.0,IPPU,PAN
panama,1993,250.0,IPPU,PAN
panama,1994,260.0,IPPU,PAN
panama,1995,260.0,IPPU,PAN
panama,1996,280.0,IPPU,PAN
panama,1997,300.0,IPPU,PAN
panama,1998,320.0,IPPU,PAN
panama,1999,320.0,IPPU,PAN
panama,2000,400.0,IPPU,PAN
panama,2001,350.0,IPPU,PAN
panama,2002,310.0,IPPU,PAN
panama,2003,370.0,IPPU,PAN
panama,2004,430.0,IPPU,PAN
panama,2005,430.0,IPPU,PAN
panama,2006,430.0,IPPU,PAN
panama,2007,420.0,IPPU,PAN
panama,2008,730.0,IPPU,PAN
panama,2009,660.0,IPPU,PAN
panama,2010,590.0,IPPU,PAN
panama,2011,690.0,IPPU,PAN
panama,2012,900.0,IPPU,PAN
panama,2013,920.0,IPPU,PAN
panama,2014,850.0,IPPU,PAN
panama,2015,850.0,IPPU,PAN
panama,2016,850.0,IPPU,PAN
panama,2017,740.0,IPPU,PAN
panama,2018,780.0,IPPU,PAN
panama,2019,780.0,IPPU,PAN
paraguay,1990,140.0,IPPU,PRY
paraguay,1991,140.0,IPPU,PRY
paraguay,1992,220.0,IPPU,PRY
paraguay,1993,210.0,IPPU,PRY
paraguay,1994,260.0,IPPU,PRY
paraguay,1995,290.0,IPPU,PRY
paraguay,1996,270.0,IPPU,PRY
paraguay,1997,270.0,IPPU,PRY
paraguay,1998,250.0,IPPU,PRY
paraguay,1999,240.0,IPPU,PRY
paraguay,2000,240.0,IPPU,PRY
paraguay,2001,200.0,IPPU,PRY
paraguay,2002,190.0,IPPU,PRY
paraguay,2003,220.0,IPPU,PRY
paraguay,2004,210.0,IPPU,PRY
paraguay,2005,230.0,IPPU,PRY
paraguay,2006,230.0,IPPU,PRY
paraguay,2007,210.0,IPPU,PRY
paraguay,2008,230.0,IPPU,PRY
paraguay,2009,270.0,IPPU,PRY
paraguay,2010,250.0,IPPU,PRY
paraguay,2011,200.0,IPPU,PRY
paraguay,2012,290.0,IPPU,PRY
paraguay,2013,220.0,IPPU,PRY
paraguay,2014,260.0,IPPU,PRY
paraguay,2015,350.0,IPPU,PRY
paraguay,2016,380.0,IPPU,PRY
paraguay,2017,410.0,IPPU,PRY
paraguay,2018,410.0,IPPU,PRY
paraguay,2019,410.0,IPPU,PRY
peru,1990,1030.0,IPPU,PER
peru,1991,1030.0,IPPU,PER
peru,1992,970.0,IPPU,PER
peru,1993,1160.0,IPPU,PER
peru,1994,1470.0,IPPU,PER
peru,1995,1750.0,IPPU,PER
peru,1996,1770.0,IPPU,PER
peru,1997,1970.0,IPPU,PER
peru,1998,1990.0,IPPU,PER
peru,1999,1730.0,IPPU,PER
peru,2000,1780.0,IPPU,PER
peru,2001,1810.0,IPPU,PER
peru,2002,1830.0,IPPU,PER
peru,2003,1850.0,IPPU,PER
peru,2004,2130.0,IPPU,PER
peru,2005,2380.0,IPPU,PER
peru,2006,2610.0,IPPU,PER
peru,2007,2730.0,IPPU,PER
peru,2008,2940.0,IPPU,PER
peru,2009,3330.0,IPPU,PER
peru,2010,3340.0,IPPU,PER
peru,2011,3300.0,IPPU,PER
peru,2012,3730.0,IPPU,PER
peru,2013,4260.0,IPPU,PER
peru,2014,4590.0,IPPU,PER
peru,2015,4480.0,IPPU,PER
peru,2016,4340.0,IPPU,PER
peru,2017,4290.0,IPPU,PER
peru,2018,4320.0,IPPU,PER
peru,2019,4320.0,IPPU,PER
saint_kitts_and_nevis,1990,0.0,IPPU,KNA
saint_kitts_and_nevis,1991,0.0,IPPU,KNA
saint_kitts_and_nevis,1992,0.0,IPPU,KNA
saint_kitts_and_nevis,1993,0.0,IPPU,KNA
saint_kitts_and_nevis,1994,0.0,IPPU,KNA
saint_kitts_and_nevis,1995,0.0,IPPU,KNA
saint_kitts_and_nevis,1996,0.0,IPPU,KNA
saint_kitts_and_nevis,1997,0.0,IPPU,KNA
saint_kitts_and_nevis,1998,0.0,IPPU,KNA
saint_kitts_and_nevis,1999,0.0,IPPU,KNA
saint_kitts_and_nevis,2000,0.0,IPPU,KNA
saint_kitts_and_nevis,2001,0.0,IPPU,KNA
saint_kitts_and_nevis,2002,0.0,IPPU,KNA
saint_kitts_and_nevis,2003,0.0,IPPU,KNA
saint_kitts_and_nevis,2004,0.0,IPPU,KNA
saint_kitts_and_nevis,2005,0.0,IPPU,KNA
saint_kitts_and_nevis,2006,0.0,IPPU,KNA
saint_kitts_and_nevis,2007,0.0,IPPU,KNA
saint_kitts_and_nevis,2008,0.0,IPPU,KNA
saint_kitts_and_nevis,2009,0.0,IPPU,KNA
saint_kitts_and_nevis,2010,0.0,IPPU,KNA
saint_kitts_and_nevis,2011,0.0,IPPU,KNA
saint_kitts_and_nevis,2012,0.0,IPPU,KNA
saint_kitts_and_nevis,2013,0.0,IPPU,KNA
saint_kitts_and_nevis,2014,0.0,IPPU,KNA
saint_kitts_and_nevis,2015,0.0,IPPU,KNA
saint_kitts_and_nevis,2016,0.0,IPPU,KNA
saint_kitts_and_nevis,2017,0.0,IPPU,KNA
saint_kitts_and_nevis,2018,0.0,IPPU,KNA
saint_kitts_and_nevis,2019,0.0,IPPU,KNA
saint_lucia,1990,0.0,IPPU,LCA
saint_lucia,1991,0.0,IPPU,LCA
saint_lucia,1992,0.0,IPPU,LCA
saint_lucia,1993,0.0,IPPU,LCA
saint_lucia,1994,0.0,IPPU,LCA
saint_lucia,1995,0.0,IPPU,LCA
saint_lucia,1996,0.0,IPPU,LCA
saint_lucia,1997,0.0,IPPU,LCA
saint_lucia,1998,0.0,IPPU,LCA
saint_lucia,1999,0.0,IPPU,LCA
saint_lucia,2000,0.0,IPPU,LCA
saint_lucia,2001,0.0,IPPU,LCA
saint_lucia,2002,0.0,IPPU,LCA
saint_lucia,2003,0.0,IPPU,LCA
saint_lucia,2004,0.0,IPPU,LCA
saint_lucia,2005,0.0,IPPU,LCA
saint_lucia,2006,0.0,IPPU,LCA
saint_lucia,2007,0.0,IPPU,LCA
saint_lucia,2008,0.0,IPPU,LCA
saint_lucia,2009,0.0,IPPU,LCA
saint_lucia,2010,0.0,IPPU,LCA
saint_lucia,2011,0.0,IPPU,LCA
saint_lucia,2012,0.0,IPPU,LCA
saint_lucia,2013,0.0,IPPU,LCA
saint_lucia,2014,0.0,IPPU,LCA
saint_lucia,2015,0.0,IPPU,LCA
saint_lucia,2016,0.0,IPPU,LCA
saint_lucia,2017,0.0,IPPU,LCA
saint_lucia,2018,0.0,IPPU,LCA
saint_lucia,2019,0.0,IPPU,LCA
saint_vincent_and_the_grenadines,1990,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,1991,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,1992,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,1993,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,1994,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,1995,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,1996,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,1997,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,1998,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,1999,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2000,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2001,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2002,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2003,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2004,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2005,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2006,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2007,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2008,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2009,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2010,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2011,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2012,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2013,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2014,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2015,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2016,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2017,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2018,0.0,IPPU,VCT
saint_vincent_and_the_grenadines,2019,0.0,IPPU,VCT
suriname,1990,20.0,IPPU,SUR
suriname,1991,20.0,IPPU,SUR
suriname,1992,20.0,IPPU,SUR
suriname,1993,20.0,IPPU,SUR
suriname,1994,30.0,IPPU,SUR
suriname,1995,30.0,IPPU,SUR
suriname,1996,30.0,IPPU,SUR
suriname,1997,30.0,IPPU,SUR
suriname,1998,30.0,IPPU,SUR
suriname,1999,30.0,IPPU,SUR
suriname,2000,30.0,IPPU,SUR
suriname,2001,30.0,IPPU,SUR
suriname,2002,30.0,IPPU,SUR
suriname,2003,30.0,IPPU,SUR
suriname,2004,30.0,IPPU,SUR
suriname,2005,30.0,IPPU,SUR
suriname,2006,30.0,IPPU,SUR
suriname,2007,30.0,IPPU,SUR
suriname,2008,30.0,IPPU,SUR
suriname,2009,20.0,IPPU,SUR
suriname,2010,20.0,IPPU,SUR
suriname,2011,30.0,IPPU,SUR
suriname,2012,40.0,IPPU,SUR
suriname,2013,50.0,IPPU,SUR
suriname,2014,30.0,IPPU,SUR
suriname,2015,30.0,IPPU,SUR
suriname,2016,10.0,IPPU,SUR
suriname,2017,10.0,IPPU,SUR
suriname,2018,10.0,IPPU,SUR
suriname,2019,10.0,IPPU,SUR
trinidad_and_tobago,1990,190.0,IPPU,TTO
trinidad_and_tobago,1991,210.0,IPPU,TTO
trinidad_and_tobago,1992,210.0,IPPU,TTO
trinidad_and_tobago,1993,230.0,IPPU,TTO
trinidad_and_tobago,1994,250.0,IPPU,TTO
trinidad_and_tobago,1995,240.0,IPPU,TTO
trinidad_and_tobago,1996,260.0,IPPU,TTO
trinidad_and_tobago,1997,280.0,IPPU,TTO
trinidad_and_tobago,1998,290.0,IPPU,TTO
trinidad_and_tobago,1999,290.0,IPPU,TTO
trinidad_and_tobago,2000,320.0,IPPU,TTO
trinidad_and_tobago,2001,290.0,IPPU,TTO
trinidad_and_tobago,2002,310.0,IPPU,TTO
trinidad_and_tobago,2003,320.0,IPPU,TTO
trinidad_and_tobago,2004,320.0,IPPU,TTO
trinidad_and_tobago,2005,280.0,IPPU,TTO
trinidad_and_tobago,2006,360.0,IPPU,TTO
trinidad_and_tobago,2007,360.0,IPPU,TTO
trinidad_and_tobago,2008,380.0,IPPU,TTO
trinidad_and_tobago,2009,340.0,IPPU,TTO
trinidad_and_tobago,2010,310.0,IPPU,TTO
trinidad_and_tobago,2011,320.0,IPPU,TTO
trinidad_and_tobago,2012,250.0,IPPU,TTO
trinidad_and_tobago,2013,310.0,IPPU,TTO
trinidad_and_tobago,2014,320.0,IPPU,TTO
trinidad_and_tobago,2015,330.0,IPPU,TTO
trinidad_and_tobago,2016,280.0,IPPU,TTO
trinidad_and_tobago,2017,260.0,IPPU,TTO
trinidad_and_tobago,2018,250.0,IPPU,TTO
trinidad_and_tobago,2019,250.0,IPPU,TTO
uruguay,1990,230.0,IPPU,URY
uruguay,1991,230.0,IPPU,URY
uruguay,1992,230.0,IPPU,URY
uruguay,1993,230.0,IPPU,URY
uruguay,1994,320.0,IPPU,URY
uruguay,1995,270.0,IPPU,URY
uruguay,1996,310.0,IPPU,URY
uruguay,1997,350.0,IPPU,URY
uruguay,1998,390.0,IPPU,URY
uruguay,1999,350.0,IPPU,URY
uruguay,2000,310.0,IPPU,URY
uruguay,2001,450.0,IPPU,URY
uruguay,2002,440.0,IPPU,URY
uruguay,2003,460.0,IPPU,URY
uruguay,2004,270.0,IPPU,URY
uruguay,2005,260.0,IPPU,URY
uruguay,2006,260.0,IPPU,URY
uruguay,2007,260.0,IPPU,URY
uruguay,2008,250.0,IPPU,URY
uruguay,2009,420.0,IPPU,URY
uruguay,2010,330.0,IPPU,URY
uruguay,2011,380.0,IPPU,URY
uruguay,2012,340.0,IPPU,URY
uruguay,2013,330.0,IPPU,URY
uruguay,2014,330.0,IPPU,URY
uruguay,2015,340.0,IPPU,URY
uruguay,2016,290.0,IPPU,URY
uruguay,2017,320.0,IPPU,URY
uruguay,2018,320.0,IPPU,URY
uruguay,2019,320.0,IPPU,URY
venezuela,1990,2370.0,IPPU,VEN
venezuela,1991,2860.0,IPPU,VEN
venezuela,1992,2970.0,IPPU,VEN
venezuela,1993,3090.0,IPPU,VEN
venezuela,1994,3120.0,IPPU,VEN
venezuela,1995,3460.0,IPPU,VEN
venezuela,1996,3400.0,IPPU,VEN
venezuela,1997,3660.0,IPPU,VEN
venezuela,1998,3690.0,IPPU,VEN
venezuela,1999,3820.0,IPPU,VEN
venezuela,2000,3860.0,IPPU,VEN
venezuela,2001,3860.0,IPPU,VEN
venezuela,2002,3080.0,IPPU,VEN
venezuela,2003,3350.0,IPPU,VEN
venezuela,2004,2150.0,IPPU,VEN
venezuela,2005,2470.0,IPPU,VEN
venezuela,2006,4650.0,IPPU,VEN
venezuela,2007,3320.0,IPPU,VEN
venezuela,2008,3250.0,IPPU,VEN
venezuela,2009,3140.0,IPPU,VEN
venezuela,2010,2810.0,IPPU,VEN
venezuela,2011,3040.0,IPPU,VEN
venezuela,2012,3300.0,IPPU,VEN
venezuela,2013,3470.0,IPPU,VEN
venezuela,2014,3130.0,IPPU,VEN
venezuela,2015,3240.0,IPPU,VEN
venezuela,2016,2880.0,IPPU,VEN
venezuela,2017,3170.0,IPPU,VEN
venezuela,2018,2760.0,IPPU,VEN
venezuela,2019,2760.0,IPPU,VEN
